horseNumber;horseName;horseSex;horseAge;driver;betDistribution;earnings;winPercent;recordSuffix;recordDecimal;earningsPerStart;shoeInfo;cartInfo;lifeStats-tot;lifeStats-1;lifeStats-2;lifeStats-3;vOdds;pOdds;Tränare;Plats%;Snittodds;Poäng;Hemmabana;raceIdx;result;won;pValue;plats
1;1025;0;4;264;0.08529999999999999;100700;0.17;43;12;8391;2;3;12;2;3;1;14.86;3.4000000000000004;1035;0.5;8.95;1300;23;2;d;0;0.0;0
2;3695;0;5;404;0.051;177250;0.15;5;12;6564;3;3;27;4;3;1;13.09;3.4899999999999998;900;0.3;26.93;1342;5;2;6;0;0.0;0
3;1503;0;4;244;0.011899999999999999;58100;0.13;115;9;3873;2;3;15;2;0;3;37.28;7.404999999999999;1435;0.33;19.24;1123;23;2;99;0;0.0;0
4;1580;2;4;47;0.0908;118100;0.11;42;10;6215;2;3;19;2;2;4;11.94;2.87;1126;0.42;13.89;1181;16;2;d;0;0.0;0
5;4364;0;3;5;0.3275;154500;0.21;72;12;11035;3;3;14;3;3;2;2.49;1.605;459;0.57;9.49;1545;22;2;1;1;2.49;1
6;1248;0;4;85;0.177;73500;0.5;40;11;9187;2;3;8;4;0;0;5.44;1.875;71;0.5;2.11;1557;16;2;3;0;0.0;1
7;4488;0;7;234;0.0053;179450;0.09;30;10;3262;0;3;55;5;4;3;53.95;11.275;443;0.22;8.20;1300;23;2;utg;0;0.0;0
8;1550;1;4;80;0.1384;198669;0.36;17;12;14190;3;3;14;5;3;2;5.41;1.785;1505;0.71;13.29;1400;12;2;2;0;0.0;1
9;1059;0;4;240;0.0127;80500;0.43;42;10;11500;2;3;7;3;0;1;41.60;8.295;458;0.57;8.04;1155;26;2;4;0;0.0;0
10;4489;0;4;105;0.0077;162700;0.24;5;12;9570;0;3;17;4;2;2;46.63;9.285;1542;0.47;5.54;1525;23;2;5;0;0.0;0
11;4490;0;5;62;0.0089;117234;0.33;20;9;9769;2;3;12;4;3;2;47.33;10.93;1543;0.75;10.72;1403;10;2;7;0;0.0;0
0;1034;1;8;5;0.07719999999999999;3637632;0.46;128;47;33996;2;3;107;49;11;10;15.22;2.775;942;0.65;1.85;2187;10;3;2;0;0.0;1
1;1472;1;10;104;0.4926;6722580;0.62;152;46;77271;2;3;87;54;7;6;1.95;1.355;197;0.77;2.55;7676;17;3;3;0;0.0;1
2;516;1;10;296;0.014499999999999999;1420986;0.17;61;45;11101;2;3;128;22;11;16;41.21;6.875;487;0.38;43.37;720;20;3;d;0;0.0;0
3;108;1;10;172;0.0066;1971447;0.24;130;47;20116;0;3;98;24;20;11;38.88;6.26;81;0.56;25.20;1381;20;3;99;0;0.0;0
4;1702;1;10;62;0.1775;2733265;0.42;127;46;35964;2;3;76;32;9;10;4.22;2.085;240;0.67;5.85;3129;15;3;1;1;4.22;1
5;660;1;8;167;0.029300000000000003;1439300;0.47;127;46;23988;1;3;60;28;6;8;11.53;2.615;331;0.7;6.90;1570;27;3;5;0;0.0;0
6;4491;1;11;141;0.0745;3095081;0.15;128;47;25792;2;3;120;18;16;11;10.57;2.49;112;0.38;15.18;2200;20;3;4;0;0.0;0
7;4492;0;9;142;0.0013;919773;0.18;151;50;7417;2;3;124;22;16;24;125.72;14.355;1372;0.5;5.03;952;26;3;99;0;0.0;0
8;3577;1;14;4;0.1206;3150965;0.44;180;46;35404;2;3;89;39;19;8;5.98;1.865;64;0.74;5.14;6086;4;3;d;0;0.0;0
9;4493;0;13;443;0.0017000000000000001;1726342;0.21;105;49;8339;2;3;207;44;29;20;118.21;13.995;1047;0.45;19.50;394;10;3;7;0;0.0;0
10;4494;1;13;630;0.0036;1737088;0.1;112;47;6604;2;3;263;26;32;36;64.50;9.43;1544;0.36;39.68;994;10;3;6;0;0.0;0
11;2783;0;12;225;0.0006;865250;0.18;55;49;8011;1;3;108;19;6;14;227.34;30.345;1051;0.36;46.18;304;16;3;99;0;0.0;0
0;4495;0;6;85;0.026099999999999998;349750;0.26;79;3;12953;2;3;27;7;4;0;27.64;6.88;233;0.41;5.82;1110;15;4;5;0;0.0;0
1;1262;0;5;172;0.0528;379515;0.19;72;2;8825;2;3;43;8;6;6;15.45;3.71;121;0.47;14.17;1819;10;4;99;0;0.0;0
2;1425;1;4;4;0.2948;549500;0.31;43;2;34343;2;3;16;5;4;0;3.16;1.88;64;0.56;20.90;1060;4;4;99;0;0.0;0
3;4496;0;9;232;0.0077;521571;0.12;33;3;8840;2;3;59;7;9;9;60.10;13.46;1222;0.42;25.58;1005;15;4;99;0;0.0;0
4;345;0;4;62;0.16670000000000001;496250;0.19;85;3;23630;2;3;21;4;3;3;6.28;2.335;103;0.48;10.31;1985;12;4;99;0;0.0;0
5;4497;0;7;47;0.1164;495718;0.41;14;3;8402;2;3;59;24;14;6;10.78;3.0149999999999997;1545;0.75;5.76;2325;10;4;3;0;0.0;1
6;4498;0;5;142;0.0064;456546;0.19;19;2;14727;2;3;31;6;6;5;51.01;11.495000000000001;947;0.55;13.46;1112;10;4;1;1;51.01;1
7;4499;0;6;296;0.0815;461450;0.13;19;2;8706;2;3;53;7;2;8;6.17;2.31;11;0.32;12.59;1215;8;4;4;0;0.0;0
8;3923;0;6;69;0.0038;346992;0.1;10;4;6803;2;3;51;5;11;3;79.70;15.375;1401;0.37;12.42;837;10;4;99;0;0.0;0
9;4500;0;8;628;0.07780000000000001;1031049;0.21;35;0;14320;2;3;72;15;10;8;8.97;3.325;1264;0.46;16.64;1600;10;4;2;0;0.0;1
10;4501;1;6;5;0.0069;733266;0.39;13;2;15940;2;3;46;18;8;3;99.9;99.9;994;0.63;3.48;1348;10;4;s;0;0.0;0
11;4502;0;6;244;0.006500000000000001;692700;0.22;72;2;11545;2;3;60;13;7;4;40.51;12.41;1546;0.4;7.99;906;26;4;99;0;0.0;0
12;491;1;5;63;0.0574;1020500;0.3;67;0;21712;2;3;47;14;5;4;11.10;2.58;233;0.49;8.11;2440;15;4;6;0;0.0;0
13;4503;1;8;65;0.0426;1690709;0.28;4;1;19659;3;3;86;24;10;4;17.87;4.9;933;0.44;13.58;2492;26;4;99;0;0.0;0
14;3626;0;10;168;0.0524;3702535;0.31;71;33;48084;3;3;77;24;16;7;11.30;3.745;11;0.61;33.78;1134;8;4;7;0;0.0;0
0;4193;2;7;234;0.006;1126972;0.09;71;7;12384;2;3;91;8;13;16;60.82;5.029999999999999;445;0.41;47.85;782;23;5;99;0;0.0;0
1;1551;0;5;172;0.21;848900;0.26;29;6;20211;2;3;42;11;4;2;4.59;2.065;11;0.4;8.85;2750;8;5;1;1;4.59;1
2;3643;0;6;304;0.035;1011500;0.2;48;7;20642;1;3;49;10;11;0;18.48;2.755;585;0.43;26.18;1035;15;5;5;0;0.0;0
3;4504;0;9;296;0.002;1152757;0.18;71;7;10111;2;3;114;20;10;16;61.81;7.88;933;0.4;7.23;761;26;5;99;0;0.0;0
4;1809;0;6;142;0.0319;907200;0.39;65;6;20618;3;3;44;17;6;8;33.47;3.6849999999999996;979;0.7;7.54;1663;16;5;6;0;0.0;0
5;4505;0;7;5;0.4689;1476134;0.39;25;6;21087;2;3;70;27;11;5;1.80;1.3199999999999998;994;0.61;3.36;3433;10;5;2;0;0.0;1
6;1898;0;5;62;0.21239999999999998;869150;0.19;39;11;23490;2;3;37;7;6;2;3.88;1.775;103;0.41;9.49;3350;12;5;3;0;0.0;1
7;4399;0;6;47;0.0012;795200;0.19;48;7;22088;2;3;36;7;9;4;99.9;99.9;61;0.56;8.86;755;1;5;s;0;0.0;0
8;3655;1;4;276;0.0025;1121977;0.21;29;6;38688;2;3;29;6;2;6;99.9;99.9;526;0.48;25.07;3701;10;5;s;0;0.0;0
9;4435;0;9;69;0.0155;1189357;0.21;47;7;15649;2;3;76;16;10;18;21.05;3.135;104;0.58;35.14;1855;15;5;7;0;0.0;0
10;4506;1;7;65;0.0017000000000000001;694867;0.15;48;7;11391;2;3;61;9;9;5;67.77;5.949999999999999;933;0.38;17.08;578;26;5;99;0;0.0;0
11;4254;0;8;168;0.0129;846127;0.13;70;11;9507;3;3;89;12;15;9;22.96;2.8449999999999998;105;0.4;27.82;1153;23;5;4;0;0.0;0
0;1512;0;4;234;0.014199999999999999;300791;0.19;43;12;9702;2;3;31;6;3;4;34.92;5.67;443;0.42;21.20;1109;23;6;6;0;0.0;0
1;520;0;3;142;0.1822;255000;0.6;4;11;25500;2;3;10;6;2;0;4.39;1.815;979;0.8;3.49;2500;16;6;d;0;0.0;0
2;206;0;4;62;0.5606;391400;0.21;2;11;20600;3;3;19;4;2;3;1.91;1.5;103;0.47;21.71;1450;12;6;1;1;1.91;1
3;2840;1;4;69;0.030699999999999998;207400;0.27;67;13;13826;3;3;15;4;2;1;11.77;2.135;104;0.47;3.67;1279;15;6;3;0;0.0;1
4;1365;0;7;172;0.0332;296400;0.07;47;7;9880;2;3;30;2;6;5;16.69;2.7800000000000002;1335;0.43;20.73;2010;20;6;2;0;0.0;1
5;1179;0;5;189;0.0053;318600;0.19;41;13;10277;2;3;31;6;6;1;99.9;99.9;383;0.42;11.84;1835;15;6;s;0;0.0;0
6;3845;1;4;296;0.1045;387700;0.44;35;13;24231;2;3;16;7;2;1;5.34;1.9100000000000001;11;0.63;15.56;1340;8;6;5;0;0.0;0
7;2963;1;3;47;0.0007000000000000001;398000;0.18;3;13;23411;2;3;17;3;3;3;99.9;99.9;764;0.53;27.07;1595;15;6;s;0;0.0;0
8;2658;2;5;332;0.0088;389110;0.11;37;13;11117;3;3;35;4;4;5;26.64;3.52;487;0.37;15.40;1234;20;6;7;0;0.0;0
9;4507;1;4;5;0.0348;335700;0.3;45;13;14595;2;3;23;7;3;0;99.9;99.9;232;0.43;13.45;1900;12;6;s;0;0.0;0
10;4508;0;5;628;0.016200000000000003;310628;0.21;38;11;11093;2;3;28;6;6;3;15.56;2.8049999999999997;1264;0.54;5.04;1402;10;6;99;0;0.0;0
11;4509;0;4;63;0.0088;359000;0.36;7;12;14360;2;3;25;9;2;0;26.21;4.57;233;0.44;10.87;1260;15;6;4;0;0.0;0
0;4510;0;9;80;0.1707;788509;0.29;25;6;10801;2;3;73;21;13;6;3.65;1.72;1547;0.55;20.33;1775;13;7;6;0;0.0;0
1;356;1;5;47;0.2527;666700;0.27;73;7;20203;2;3;33;9;2;2;3.76;1.88;11;0.39;1.98;1965;8;7;d;0;0.0;0
2;3825;0;6;65;0.0861;486950;0.15;38;11;10585;2;3;46;7;8;3;10.19;2.815;443;0.39;19.41;2472;23;7;99;0;0.0;0
3;3930;0;8;628;0.0659;685701;0.32;71;7;7618;2;3;90;29;9;8;14.00;3.465;1404;0.51;3.72;1317;10;7;2;0;0.0;1
4;3468;0;7;425;0.08039999999999999;593850;0.12;65;6;6905;2;3;86;10;10;16;11.91;2.77;520;0.42;13.87;1396;4;7;5;0;0.0;0
5;4511;0;11;85;0.0048;606550;0.19;2;11;7135;2;3;85;16;18;8;99.9;99.9;1548;0.49;30.85;1317;17;7;s;0;0.0;0
6;1549;0;6;62;0.024300000000000002;496200;0.33;70;11;20675;2;3;24;8;4;1;21.31;5.75;825;0.54;7.08;1320;27;7;4;0;0.0;0
7;1055;0;7;168;0.10210000000000001;793100;0.38;75;11;19827;2;3;40;15;10;4;10.07;3.7199999999999998;939;0.73;8.32;2460;27;7;1;1;10.07;1
8;4512;0;8;142;0.0147;769620;0.18;49;7;13743;2;3;56;10;7;4;30.27;6.655;947;0.38;12.80;1250;10;7;99;0;0.0;0
9;3557;0;5;5;0.1508;745400;0.17;49;7;20705;3;3;36;6;6;6;6.21;2.06;103;0.5;22.11;1725;12;7;3;0;0.0;1
10;4257;2;8;442;0.0146;549362;0.4;71;7;11445;2;3;48;19;5;2;30.29;5.265;121;0.54;5.88;1963;10;7;d;0;0.0;0
11;3823;0;7;234;0.0327;551925;0.26;31;11;11038;0;3;50;13;3;3;11.83;3.325;443;0.38;5.53;3422;23;7;7;0;0.0;0
0;3605;2;4;69;0.013999999999999999;344300;0.11;13;2;9837;2;3;35;4;1;6;57.84;5.79;764;0.31;41.66;935;15;1;5;0;0.0;0
1;2546;1;4;62;0.2395;299200;0.33;11;3;14247;2;3;21;7;1;0;3.96;2.785;90;0.38;10.37;1000;12;1;2;0;0.0;1
2;4461;0;5;103;0.23800000000000002;618300;0.18;1;0;22082;1;3;28;5;4;5;2.40;1.415;176;0.5;2.83;1395;18;1;1;1;2.4;1
3;4418;0;6;46;0.0872;767550;0.12;5;2;13465;2;3;57;7;11;5;11.84;2.48;84;0.4;17.01;860;5;1;3;0;0.0;1
4;4095;0;10;47;0.008199999999999999;540098;0.06;30;3;4909;2;3;110;7;11;11;84.10;8.14;1052;0.26;50.68;200;11;1;6;0;0.0;0
5;448;0;5;13;0.19640000000000002;811200;0.23;30;3;31200;3;3;26;6;4;1;4.29;1.585;739;0.42;6.46;2225;7;1;99;0;0.0;0
6;3829;0;10;171;0.006500000000000001;1561376;0.11;5;2;13817;2;3;113;12;14;13;89.39;11.934999999999999;64;0.35;50.99;1400;4;1;99;0;0.0;0
7;3360;0;8;4;0.029500000000000002;1615022;0.22;41;0;23406;1;3;69;15;4;9;22.97;3.655;64;0.41;17.58;683;4;1;7;0;0.0;0
8;4513;0;8;11;0.09609999999999999;1261256;0.47;32;2;24730;2;3;51;24;2;2;12.57;2.99;11;0.55;2.55;3619;8;1;99;0;0.0;0
9;3147;0;8;282;0.0074;1125815;0.2;67;0;13564;0;3;83;17;18;16;81.03;10.245000000000001;150;0.61;16.49;1740;12;1;utg;0;0.0;0
10;2032;0;8;5;0.07730000000000001;1140780;0.13;31;1;14259;3;3;80;10;11;7;11.26;2.535;164;0.35;16.64;535;12;1;4;0;0.0;0
0;3544;1;5;64;0.8819;8857660;0.85;27;8;442883;2;3;20;17;3;0;1.08;1.03;103;1.0;1.42;34076;12;2;1;1;1.08;1
1;3265;1;5;38;0.0104;949202;0.23;65;6;23730;2;3;40;9;7;6;33.03;5.865;48;0.55;10.38;3683;10;2;5;0;0.0;0
2;4514;1;5;103;0.026099999999999998;1725658;0.39;20;9;95869;2;3;18;7;4;2;12.44;3.765;598;0.72;6.62;5093;10;2;6;0;0.0;0
3;1376;1;5;164;0.0103;1583299;0.18;29;6;47978;2;3;33;6;9;2;28.94;5.72;88;0.52;5.03;3110;11;2;3;0;0.0;1
4;4078;2;5;10;0.0378;4337733;0.33;90;28;131446;2;3;33;11;6;3;9.91;3.005;8;0.61;3.82;3600;7;2;2;0;0.0;1
5;4436;1;5;5;0.0337;2695336;0.4;29;6;89844;2;3;30;12;5;1;11.58;3.3499999999999996;82;0.6;2.42;4585;12;2;4;0;0.0;0
0;2541;0;6;11;0.11130000000000001;1557400;0.16;102;30;25531;2;3;61;10;18;8;7.85;2.0949999999999998;11;0.59;10.46;3385;8;3;4;0;0.0;0
1;115;0;6;103;0.38170000000000004;1693483;0.24;22;7;34560;2;3;49;12;7;5;2.37;1.5699999999999998;103;0.49;6.49;4610;12;3;1;1;2.37;1
2;3563;0;6;164;0.0646;1091285;0.2;69;6;24250;3;3;45;9;10;5;12.43;3.01;88;0.53;4.95;3125;11;3;7;0;0.0;0
3;1261;0;6;32;0.0131;1361850;0.17;23;7;23082;2;3;59;10;6;9;46.01;7.6850000000000005;42;0.42;32.17;642;7;3;99;0;0.0;0
4;2902;1;7;65;0.0049;1383100;0.14;49;7;23846;1;3;58;8;7;7;82.01;12.58;1087;0.38;38.04;608;12;3;99;0;0.0;0
5;3680;1;6;35;0.141;1235919;0.3;74;7;26296;3;3;47;14;6;4;6.24;2.565;42;0.51;17.28;2805;7;3;3;0;0.0;1
6;2277;2;8;13;0.0292;1148500;0.23;22;7;26102;3;3;44;10;9;3;15.78;3.785;858;0.5;16.81;3135;0;3;6;0;0.0;0
7;1627;0;6;567;0.0392;1286800;0.34;69;6;36765;2;3;35;12;7;3;18.94;5.06;90;0.63;5.97;1675;12;3;utg;0;0.0;0
8;3362;0;7;10;0.012;1261450;0.17;23;7;19710;3;3;64;11;8;8;40.39;6.555;164;0.42;21.29;2450;12;3;99;0;0.0;0
9;682;0;8;85;0.1305;1594200;0.36;76;6;27486;3;3;58;21;8;2;5.68;2.0949999999999998;1278;0.53;3.42;3542;5;3;2;0;0.0;1
10;976;1;5;46;0.0064;957800;0.21;21;6;19954;2;3;48;10;8;8;70.80;9.835;184;0.54;18.00;1470;12;3;99;0;0.0;0
11;2;0;5;18;0.0661;1380800;0.42;69;6;53107;2;3;26;11;3;4;10.35;2.81;49;0.69;9.31;5225;9;3;5;0;0.0;0
0;4515;1;4;574;0.16940000000000002;1258661;0.64;40;11;89904;2;3;14;9;1;0;5.30;1.9500000000000002;1549;0.71;5.95;7268;10;4;2;0;0.0;1
1;4516;1;4;631;0.0467;993194;0.42;37;13;82766;2;3;12;5;1;1;19.48;3.7350000000000003;1550;0.58;10.92;5436;10;4;1;1;19.48;1
2;342;1;4;10;0.1142;3356650;0.41;28;6;124320;2;3;27;11;4;2;7.76;2.21;134;0.63;8.68;4650;3;4;4;0;0.0;0
3;2206;1;4;64;0.395;2515500;0.5;68;7;209625;1;3;12;6;2;2;1.92;1.305;103;0.83;4.18;13660;12;4;99;0;0.0;0
4;1343;1;4;62;0.13140000000000002;2504450;0.61;25;6;89444;2;3;28;17;3;3;6.84;2.47;105;0.82;5.18;3584;23;4;99;0;0.0;0
5;4517;1;4;423;0.0049;1051220;0.04;2;11;42048;2;3;25;1;2;5;96.40;7.08;1400;0.32;30.90;1185;10;4;5;0;0.0;0
6;490;1;4;136;0.0053;271950;0.23;46;11;12361;2;3;22;5;4;1;71.87;7.08;267;0.45;54.02;272;20;4;99;0;0.0;0
7;459;1;4;149;0.0986;3639100;0.29;46;11;129967;1;3;28;8;7;6;8.26;2.42;58;0.75;5.15;23587;1;4;3;0;0.0;1
8;1341;1;4;368;0.026699999999999998;1957750;0.41;26;6;115161;2;3;17;7;4;4;18.11;3.245;1158;0.88;4.07;14997;10;4;99;0;0.0;0
9;4368;1;4;164;0.0077;420400;0.11;88;6;23355;2;3;18;2;5;3;67.93;7.365;90;0.56;23.60;1910;12;4;6;0;0.0;0
0;402;0;4;4;0.10369999999999999;431700;0.33;3;13;28780;2;3;15;5;2;1;12.18;3.62;64;0.53;13.20;3750;4;5;5;0;0.0;0
1;3084;0;5;144;0.16260000000000002;410100;0.17;3;13;17087;2;3;24;4;5;2;3.88;1.98;284;0.46;3.95;2813;4;5;d;0;0.0;0
2;539;1;4;47;0.06559999999999999;445000;0.13;47;7;19347;2;3;23;3;5;1;10.30;2.6550000000000002;149;0.39;15.17;1910;14;5;4;0;0.0;0
3;122;0;6;64;0.1716;522000;0.44;2;11;29000;2;3;18;8;3;2;5.84;2.395;891;0.72;4.99;3035;4;5;1;1;5.84;1
4;2978;0;6;62;0.044199999999999996;486700;0.32;3;13;12807;2;3;38;12;1;2;18.29;5.275;850;0.39;3.60;3100;12;5;d;0;0.0;0
5;1144;0;9;93;0.1802;454700;0.31;75;11;10826;3;3;42;13;6;3;4.74;2.14;248;0.52;5.48;3270;13;5;3;0;0.0;1
6;3825;0;6;234;0.0084;486950;0.16;38;11;10821;2;3;45;7;8;3;71.75;10.024999999999999;443;0.4;11.65;2527;23;5;99;0;0.0;0
7;4412;0;6;103;0.024;391668;0.16;23;7;12634;1;3;31;5;7;5;27.97;3.7699999999999996;176;0.55;14.73;1792;18;5;2;0;0.0;1
8;2468;0;5;5;0.044800000000000006;406600;0.17;41;13;13553;2;3;30;5;4;5;25.55;4.734999999999999;233;0.47;8.72;1244;15;5;7;0;0.0;0
9;4518;0;7;567;0.0161;490000;0.2;46;11;10000;2;3;49;10;8;3;47.37;5.4350000000000005;383;0.43;28.54;2195;15;5;6;0;0.0;0
10;2142;0;5;46;0.1595;408500;0.25;75;11;17020;2;3;24;6;3;6;4.39;2.07;103;0.63;5.27;1483;12;5;99;0;0.0;0
11;1064;0;4;305;0.0194;429000;0.23;38;11;19500;3;3;22;5;3;1;25.03;6.21;1132;0.41;18.36;2435;3;5;99;0;0.0;0
0;2626;1;4;11;0.12210000000000001;679300;0.31;2;11;26126;1;3;26;8;3;0;7.88;2.345;11;0.42;13.08;3550;8;6;d;0;0.0;0
1;116;0;7;60;0.0054;925050;0.09;65;6;9250;2;3;100;9;16;12;56.76;6.3;790;0.37;37.65;1875;21;6;4;0;0.0;0
2;2282;0;5;18;0.2164;669900;0.46;40;11;27912;2;3;24;11;2;1;3.59;1.54;49;0.58;5.55;4745;9;6;7;0;0.0;0
3;724;1;7;42;0.018500000000000003;591568;0.3;77;11;13757;3;3;43;13;9;2;27.94;4.4350000000000005;1112;0.56;12.80;2340;6;6;3;0;0.0;1
4;4519;0;5;62;0.0131;491501;0.21;50;7;17553;3;3;28;6;3;3;31.11;5.17;164;0.43;7.38;1370;12;6;99;0;0.0;0
5;614;0;4;35;0.46520000000000006;647536;0.42;50;7;34080;2;3;19;8;3;3;1.91;1.345;42;0.74;2.16;4905;7;6;1;1;1.91;1
6;2809;0;6;85;0.018000000000000002;717400;0.32;23;7;17497;2;3;41;13;6;4;33.26;5.07;1278;0.56;16.04;1095;5;6;6;0;0.0;0
7;4254;0;8;5;0.006500000000000001;846127;0.14;0;13;9615;2;3;88;12;15;9;54.85;7.050000000000001;105;0.41;18.95;1298;23;6;99;0;0.0;0
8;4520;0;6;86;0.005;740859;0.37;71;7;21167;2;3;35;13;1;3;67.38;7.12;134;0.49;6.79;1662;3;6;99;0;0.0;0
9;1898;0;5;567;0.045899999999999996;769150;0.19;4;11;21365;2;3;36;7;5;2;17.03;3.3449999999999998;103;0.39;7.30;2200;12;6;2;0;0.0;1
10;1551;0;5;27;0.0173;848900;0.27;29;6;20704;2;3;41;11;4;2;33.09;4.775;11;0.41;3.36;2810;8;6;d;0;0.0;0
11;3375;1;4;195;0.0668;809500;0.47;25;6;47617;0;3;17;8;0;2;11.65;3.13;146;0.59;4.52;5185;12;6;5;0;0.0;0
0;4521;1;3;19;0.1675;2550203;0.44;75;11;159387;2;3;16;7;5;2;4.05;2.185;22;0.88;2.89;8532;3;7;99;0;0.0;0
1;3780;2;3;14;0.08689999999999999;1123800;0.44;37;13;124866;2;3;9;4;2;0;10.00;3.13;1;0.67;6.79;11350;12;7;99;0;0.0;0
2;4522;1;3;239;0.0274;1199478;0.38;44;13;149934;2;3;8;3;4;0;28.55;4.775;611;0.88;4.40;10012;10;7;5;0;0.0;0
3;830;1;3;62;0.2046;1716715;0.27;1;13;156065;2;3;11;3;1;0;3.57;1.655;764;0.36;22.21;17444;15;7;99;0;0.0;0
4;4523;1;3;5;0.0189;265428;0.22;75;11;29492;2;3;9;2;0;1;37.03;7.140000000000001;44;0.33;12.18;1107;3;7;6;0;0.0;0
5;761;1;3;181;0.1276;835000;0.54;77;11;64230;2;3;13;7;1;2;9.45;2.88;364;0.77;5.06;4190;2;7;99;0;0.0;0
6;3478;1;3;64;0.0124;195176;0.15;67;13;15013;2;3;13;2;5;1;45.05;8.27;891;0.62;6.05;1977;4;7;99;0;0.0;0
7;4524;1;3;10;0.017;1253529;0.15;75;11;96425;2;3;13;2;5;2;40.25;7.59;44;0.69;5.08;10245;3;7;3;0;0.0;1
8;3589;2;3;46;0.0392;1294400;0.25;74;7;107866;3;3;12;3;4;2;17.73;3.79;178;0.75;4.74;10909;12;7;4;0;0.0;0
9;3396;2;3;103;0.19760000000000003;1026677;0.5;40;11;85556;2;3;12;6;2;1;4.89;1.9050000000000002;8;0.75;3.25;5766;7;7;1;1;4.89;1
10;117;1;3;164;0.0746;669000;0.19;38;11;41812;2;3;16;3;3;3;8.91;2.84;88;0.56;6.64;3680;11;7;2;0;0.0;1
11;1201;1;3;251;0.0263;1058363;0.5;67;13;132295;2;3;8;4;2;1;27.27;4.69;1092;0.88;2.76;11297;10;7;99;0;0.0;0
0;4505;0;7;36;0.0421;1476134;0.39;25;6;21087;2;3;70;27;11;5;99.9;99.9;994;0.61;3.36;3433;10;1;s;0;0.0;0
1;2277;2;8;13;0.073;1117500;0.23;22;7;25988;3;3;43;10;9;2;12.88;2.63;858;0.49;17.09;2725;0;1;3;0;0.0;1
2;3599;1;6;5;0.0584;1422437;0.14;64;75;20320;2;3;70;10;9;12;14.79;3.535;208;0.44;8.70;1105;12;1;7;0;0.0;0
3;3865;1;7;103;0.1776;1426692;0.41;71;7;31015;2;3;46;19;7;1;7.10;2.21;176;0.59;4.39;4211;18;1;d;0;0.0;0
4;3763;1;6;239;0.0113;1055292;0.18;2;11;15750;2;3;67;12;13;8;38.51;8.805;1356;0.49;7.30;589;10;1;5;0;0.0;0
5;4525;1;9;74;0.0012;1471196;0.21;4;11;7741;2;3;125;26;17;9;99.9;99.9;116;0.42;40.23;1265;6;1;s;0;0.0;0
6;4526;1;6;280;0.2583;1105384;0.36;21;6;33496;2;3;33;12;6;5;3.40;1.855;363;0.7;4.32;2054;10;1;1;1;3.4;1
7;2541;0;6;172;0.0848;1494900;0.17;102;30;24915;2;3;60;10;17;8;7.06;2.48;11;0.58;11.46;3860;8;1;2;0;0.0;1
8;3997;0;7;368;0.0987;1312370;0.28;70;11;20190;2;3;65;18;13;10;7.60;2.275;470;0.63;5.84;1888;10;1;6;0;0.0;0
9;1375;1;4;47;0.16149999999999998;1019766;0.24;75;11;48560;3;3;21;5;4;1;3.08;1.49;536;0.48;18.67;1171;24;1;4;0;0.0;0
10;4527;1;5;377;0.0276;1017750;0.22;48;7;31804;2;3;32;7;6;3;29.55;6.73;355;0.5;17.39;1734;10;1;d;0;0.0;0
11;4390;0;12;632;0.0055000000000000005;1100621;0.17;47;7;9740;2;3;113;19;13;10;74.66;11.91;1551;0.37;20.60;1371;10;1;99;0;0.0;0
0;4363;1;4;35;0.1523;196400;0.29;67;13;14028;2;3;14;4;1;1;6.86;2.025;801;0.43;5.74;2580;8;2;1;1;6.86;1
1;2723;2;5;27;0.062400000000000004;175000;0.26;32;12;9210;2;3;19;5;1;2;10.32;3.045;1286;0.42;6.92;2400;9;2;3;0;0.0;1
2;3904;0;4;39;0.11130000000000001;187000;0.33;7;12;12466;2;3;15;5;1;1;7.05;2.8449999999999998;51;0.47;10.64;1600;11;2;utg;0;0.0;0
3;4528;0;4;249;0.0358;191222;0.29;15;12;9105;2;3;21;6;5;3;25.79;6.6;549;0.67;4.42;2110;10;2;99;0;0.0;0
4;4365;0;4;377;0.1394;195390;0.36;14;10;13956;2;3;14;5;1;2;7.50;2.74;355;0.57;7.34;1690;10;2;2;0;0.0;1
5;4529;1;4;574;0.0512;195933;0.14;1;13;9330;2;3;21;3;4;3;11.55;3.9800000000000004;898;0.48;8.14;1712;10;2;4;0;0.0;0
6;2709;2;4;85;0.0209;196200;0.24;17;12;11541;2;3;17;4;4;3;36.67;7.195;1027;0.65;6.16;1800;6;2;6;0;0.0;0
7;4530;1;3;280;0.0004;139487;0.0;6;10;19926;2;3;7;0;1;3;99.9;99.9;1552;0.57;25.90;1701;10;2;s;0;0.0;0
8;4419;0;4;29;0.20629999999999998;105600;0.38;79;10;13200;2;3;8;3;1;0;3.92;1.7650000000000001;888;0.5;2.28;2125;18;2;7;0;0.0;0
9;3736;0;5;4;0.023799999999999998;159200;0.2;73;7;10613;0;3;15;3;4;3;23.22;5.115;1346;0.67;4.73;1645;9;2;99;0;0.0;0
10;1921;0;4;103;0.1245;157800;0.21;36;12;11271;2;3;14;3;4;1;5.04;2.045;46;0.57;6.31;2000;8;2;5;0;0.0;0
11;4531;1;5;632;0.0716;145720;0.75;43;12;18215;2;3;8;6;2;0;11.95;3.1799999999999997;1553;1.0;2.12;2458;10;2;99;0;0.0;0
0;3140;1;10;62;0.1015;3499540;0.24;23;7;51463;3;3;68;16;5;5;10.39;2.435;269;0.38;23.77;3560;15;3;2;0;0.0;1
