horseNumber;horseName;horseSex;horseAge;driver;betDistribution;earnings;winPercent;recordSuffix;recordDecimal;earningsPerStart;shoeInfo;cartInfo;lifeStats-tot;lifeStats-1;lifeStats-2;lifeStats-3;vOdds;pOdds;Tr�nare;Plats%;Snittodds;Po�ng;Hemmabana;raceIdx;result;won;plats
5;2729;1;5;4;0.21050000000000002;620086;0.19;42;5;16759;1;3;37;7;9;2;4.04;1.975;740;0.49;2.31;4370;12;5;1;1;1
6;2887;0;7;146;0.0058;452500;0.14;3;5;9234;0;3;49;7;9;6;47.24;5.36;1086;0.45;11.00;2270;11;5;3;0;1
7;2888;0;5;211;0.008;563300;0.29;41;7;33135;0;3;17;5;3;1;39.68;5.795;1087;0.53;9.77;4755;11;5;6;0;0
8;1659;0;7;11;0.2082;511915;0.42;42;5;11905;1;3;43;18;5;3;4.87;2.0;30;0.6;3.66;3350;2;5;4;0;0
9;1726;0;7;237;0.013600000000000001;589000;0.27;48;4;26772;0;3;22;6;5;2;34.83;6.695;614;0.59;11.20;3375;16;5;7;0;0
10;2622;0;8;43;0.0596;456250;0.23;41;7;20738;2;3;22;5;4;2;5.76;2.125;20;0.5;4.92;1675;11;5;99;0;0
11;2700;0;6;15;0.0014000000000000002;493600;0.18;42;5;12340;0;3;40;7;5;5;99.9;99.9;97;0.43;5.18;3257;16;5;s;0;0
0;1133;1;6;11;0.2036;2212543;0.26;70;12;52679;0;3;42;11;9;6;6.63;2.63;297;0.62;6.72;3996;6;6;2;0;1
1;2732;1;10;265;0.055999999999999994;5217875;0.26;17;10;62117;0;3;84;22;14;8;17.92;3.895;504;0.52;15.82;3236;2;6;5;0;0
2;276;0;7;43;0.16820000000000002;5083700;0.47;93;12;118225;1;3;43;20;6;6;3.93;1.6949999999999998;943;0.74;14.22;3388;14;6;99;0;0
3;1701;0;11;15;0.061200000000000004;5623205;0.33;72;12;55129;0;3;102;34;22;8;15.70;3.505;606;0.63;13.26;3520;2;6;99;0;0
4;2838;1;12;44;0.023700000000000002;8714320;0.24;95;28;79221;0;3;110;26;19;9;18.54;4.74;57;0.49;22.02;1450;12;6;d;0;0
5;645;1;6;154;0.2054;8276994;0.21;17;29;123537;0;3;67;14;14;5;3.49;1.7550000000000001;21;0.49;7.15;2225;11;6;1;1;1
6;1282;1;7;146;0.0038;2569899;0.15;21;12;42831;1;3;60;9;14;7;62.27;5.1899999999999995;141;0.5;10.83;2780;4;6;6;0;0
7;2889;1;6;5;0.0003;2765856;0.37;95;28;92195;0;3;30;11;7;0;99.9;99.9;433;0.6;9.87;2976;14;6;s;0;0
8;2839;1;11;24;0.0025;6649289;0.23;70;12;58843;0;3;113;26;12;15;76.20;11.185;5;0.47;76.59;785;3;6;99;0;0
9;2765;0;8;127;0.0039000000000000003;1568450;0.34;3;5;22090;0;3;71;24;12;5;66.70;6.93;121;0.58;15.29;2836;7;6;7;0;0
10;275;0;11;40;0.2602;17516005;0.31;16;21;121638;0;3;144;45;24;18;3.31;1.4300000000000002;165;0.6;3.04;8100;8;6;4;0;0
11;2100;2;10;14;0.011000000000000001;2168000;0.26;23;8;34967;1;3;62;16;10;4;25.16;5.325;798;0.48;7.10;3865;9;6;3;0;1
0;779;0;5;11;0.11630000000000001;1328449;0.23;23;8;42853;0;3;31;7;7;5;6.79;2.265;30;0.61;8.23;4095;2;7;1;1;1
1;56;0;6;34;0.013000000000000001;1122000;0.2;25;8;18393;0;3;61;12;7;13;34.93;5.105;42;0.52;15.80;2085;10;7;6;0;0
2;2698;0;6;43;0.4056;1210250;0.44;34;8;48410;1;3;25;11;4;2;2.40;1.5499999999999998;20;0.68;2.70;3325;11;7;2;0;1
3;1577;0;5;40;0.1401;1300290;0.42;23;8;39402;1;3;33;14;4;5;5.90;2.505;418;0.7;8.64;3845;18;7;4;0;0
4;334;0;6;5;0.0605;1418743;0.23;34;8;40535;0;3;35;8;4;5;11.45;2.87;2;0.49;16.58;2755;2;7;99;0;0
5;232;0;9;66;0.0074;1619950;0.11;22;12;11020;0;3;147;16;20;16;47.01;7.475;729;0.35;7.24;2090;8;7;99;0;0
6;371;1;9;111;0.0137;1535426;0.48;22;12;38385;3;3;40;19;6;3;28.67;5.29;210;0.7;10.15;1535;2;7;7;0;0
7;642;0;6;8;0.047599999999999996;1091264;0.21;27;8;25378;1;3;43;9;6;3;11.92;3.71;1;0.42;10.12;3972;1;7;99;0;0
8;24;0;7;4;0.1343;1180450;0.24;15;8;26232;0;3;45;11;8;6;7.44;2.2350000000000003;20;0.56;4.50;4880;11;7;3;0;1
9;30;0;8;22;0.0097;1458850;0.15;20;8;21773;2;3;67;10;10;12;37.65;6.29;24;0.48;8.92;2975;5;7;5;0;0
10;536;0;8;63;0.0349;1678798;0.29;30;8;30523;3;3;55;16;9;4;16.16;4.0600000000000005;676;0.53;5.06;4390;2;7;99;0;0
11;2759;0;8;10;0.0169;1341188;0.25;71;8;25792;0;3;52;13;7;7;26.07;4.745;8;0.52;18.20;1530;2;7;99;0;0
0;2251;2;7;472;0.0045000000000000005;215100;0.0;13;0;3585;0;3;60;0;5;7;64.69;12.605;865;0.2;103.83;;6;1;d;0;0
1;1613;0;5;290;0.20120000000000002;183500;0.13;11;3;12233;0;3;15;2;2;0;3.43;2.025;1;0.27;7.46;;1;1;7;0;0
2;2787;0;8;455;0.0425;275166;0.17;13;0;7861;0;3;35;6;2;3;21.89;4.28;1043;0.31;16.39;;14;1;2;0;1
3;2890;0;6;350;0.0189;231875;0.26;53;15;7479;0;3;31;8;4;2;51.61;9.265;807;0.45;6.38;;14;1;99;0;0
4;2891;0;6;232;0.0182;203197;0.17;50;13;7006;0;3;29;5;5;4;38.77;6.55;271;0.48;8.28;;14;1;99;0;0
5;2892;0;5;101;0.17859999999999998;158800;0.21;62;13;11342;0;3;14;3;3;2;4.98;2.21;13;0.57;6.63;;0;1;99;0;0
6;2893;0;8;174;0.013500000000000002;227150;0.07;37;0;5162;0;3;44;3;6;5;49.40;7.015;346;0.32;47.28;;17;1;99;0;0
7;2894;0;9;264;0.0398;344859;0.14;63;3;4789;0;3;72;10;3;9;25.73;4.575;1088;0.31;15.50;;14;1;3;0;1
8;2895;2;7;224;0.0066;441984;0.07;0;0;7491;0;3;59;4;10;11;99.9;99.9;107;0.42;16.88;;14;1;s;0;0
9;2381;0;6;14;0.1305;566000;0.23;48;1;13162;0;3;43;10;8;4;6.21;2.265;29;0.51;16.13;;7;1;6;0;0
10;2896;0;7;263;0.013500000000000002;359627;0.1;36;3;6095;0;3;59;6;4;10;53.93;5.390000000000001;1089;0.34;23.15;;19;1;5;0;0
11;2897;0;8;346;0.078;557170;0.28;37;0;6712;0;3;83;23;13;5;13.47;2.91;1090;0.49;5.53;;14;1;4;0;0
12;2898;0;11;473;0.0073;488147;0.2;13;0;5547;0;3;88;18;16;10;59.46;7.845;1091;0.5;40.22;;14;1;99;0;0
13;2899;0;8;474;0.0005;452780;0.09;104;13;5589;0;3;81;7;14;12;99.9;99.9;1092;0.41;47.92;;14;1;s;0;0
14;1536;1;8;347;0.2463;1150735;0.13;5;0;13380;0;3;86;11;17;15;3.09;1.53;1068;0.5;8.94;;14;1;1;1;1
0;2900;2;5;356;0.084;258546;0.28;104;13;14363;0;3;18;5;5;3;16.67;3.455;301;0.72;6.48;;14;2;1;1;1
1;2901;2;7;475;0.0076;279560;0.21;45;13;9984;0;3;28;6;2;10;99.9;99.9;495;0.64;5.56;;14;2;s;0;0
2;2902;2;5;224;0.1565;211723;0.43;78;13;15123;0;3;14;6;2;3;5.90;2.29;107;0.79;7.48;;14;2;6;0;0
3;2813;2;5;235;0.0724;254727;0.04;46;13;10613;0;3;24;1;5;3;7.30;2.935;495;0.38;5.82;;14;2;2;0;1
4;2903;2;5;346;0.08410000000000001;203300;0.13;36;3;12706;0;3;16;2;3;3;7.77;3.295;994;0.5;15.67;;4;2;99;0;0
5;2904;2;7;264;0.215;516196;0.14;48;1;10323;0;3;50;7;7;10;5.25;2.065;1093;0.48;6.74;;14;2;99;0;0
6;2905;2;10;476;0.0128;398369;0.05;0;0;6035;0;3;66;3;8;12;32.63;6.665;1094;0.35;20.44;;12;2;7;0;0
7;2643;2;7;339;0.023799999999999998;509750;0.07;51;0;8639;0;3;59;4;3;5;22.06;4.7;994;0.2;48.53;;4;2;99;0;0
8;2906;2;9;350;0.013300000000000001;693698;0.14;6;1;8780;0;3;79;11;6;10;28.03;6.3149999999999995;1095;0.34;16.28;;14;2;99;0;0
9;2907;2;9;357;0.0753;621589;0.21;44;1;6756;0;3;92;19;15;14;8.90;3.31;816;0.52;5.90;;14;2;4;0;0
10;2908;2;7;232;0.16269999999999998;696361;0.16;14;2;11231;0;3;62;10;9;10;4.49;2.0300000000000002;1061;0.47;13.01;;13;2;5;0;0
11;2909;2;7;353;0.0043;643187;0.16;7;0;9321;0;3;69;11;12;6;99.9;99.9;1096;0.42;21.40;;14;2;s;0;0
12;2910;2;6;347;0.0404;620919;0.13;59;13;15522;0;3;40;5;10;7;19.22;3.85;107;0.55;12.76;;14;2;99;0;0
13;2911;2;6;229;0.0479;428026;0.45;13;0;19455;0;3;22;10;6;1;14.98;3.59;1097;0.77;5.00;;14;2;3;0;1
0;566;0;5;235;0.4014;872900;0.31;25;8;33573;0;3;26;8;5;3;2.19;1.49;73;0.62;4.30;;2;3;2;0;1
1;1687;0;6;290;0.138;787426;0.23;75;12;19685;0;3;40;9;4;4;7.38;2.255;4;0.43;14.50;;1;3;1;1;1
2;1822;0;12;5;0.0745;833102;0.11;29;5;8167;0;3;102;11;9;14;9.36;2.285;800;0.33;40.90;;2;3;7;0;0
3;2320;0;9;14;0.0059;597234;0.15;29;5;6944;0;3;86;13;4;9;34.97;7.65;710;0.3;46.32;;15;3;99;0;0
4;2798;0;5;356;0.038;754141;0.21;31;8;19845;0;3;38;8;4;6;12.17;3.295;301;0.47;8.72;;14;3;3;0;1
5;2912;1;7;224;0.0554;737468;0.13;14;5;10535;0;3;70;9;18;10;14.65;2.965;107;0.53;8.50;;14;3;5;0;0
6;598;1;6;353;0.1685;708135;0.33;35;5;18157;0;3;39;13;6;2;6.09;1.9300000000000002;107;0.54;6.62;;14;3;4;0;0
7;253;0;10;378;0.024399999999999998;854427;0.15;39;5;9389;0;3;91;14;8;7;17.86;4.875;1017;0.32;17.77;;16;3;6;0;0
8;2913;1;10;455;0.003;774775;0.06;9;4;8070;0;3;96;6;9;12;88.14;13.175;1090;0.28;68.64;;14;3;99;0;0
9;2914;1;7;346;0.0911;665197;0.29;6;4;16224;0;3;41;12;4;5;7.02;2.4450000000000003;823;0.51;7.44;;14;3;d;0;0
0;2915;1;7;477;0.1097;939580;0.21;91;25;18068;0;3;52;11;8;10;6.24;2.255;1098;0.56;3.84;;14;4;99;0;0
1;2916;1;7;478;0.0109;768571;0.18;160;24;13974;0;3;55;10;9;11;57.63;8.004999999999999;1099;0.55;10.56;;14;4;6;0;0
2;328;1;6;455;0.1352;681422;0.3;82;24;12857;0;3;53;16;7;4;8.43;2.55;194;0.51;5.44;;14;4;d;0;0
3;1358;1;9;213;0.009899999999999999;899792;0.1;87;24;9997;0;3;90;9;12;9;27.49;4.92;1100;0.33;16.34;;13;4;3;0;1
4;2024;1;8;479;0.0011;1621996;0.13;91;25;20794;0;3;78;10;9;9;99.9;99.9;759;0.36;87.54;;5;4;s;0;0
5;1018;1;9;312;0.5788;1563494;0.34;146;25;25631;0;3;61;21;17;8;1.62;1.25;301;0.75;8.56;;14;4;1;1;1
6;2917;0;12;350;0.0016;1301297;0.06;96;25;6474;0;3;201;12;21;16;130.74;18.7;1101;0.24;33.02;;14;4;99;0;0
7;908;1;8;233;0.0277;1194181;0.14;155;26;11373;0;3;105;15;10;6;13.48;3.205;883;0.3;27.45;;14;4;99;0;0
8;2918;1;5;232;0.0042;1394240;0.21;88;24;49794;0;3;28;6;9;4;57.06;10.19;805;0.68;20.22;;14;4;99;0;0
9;1022;0;11;33;0.056100000000000004;1538498;0.18;89;26;15860;0;3;97;17;15;9;11.17;2.675;5;0.42;18.68;;3;4;2;0;1
10;2022;1;6;229;0.055;1207189;0.3;99;26;28074;0;3;43;13;6;4;15.66;3.325;434;0.53;10.83;;14;4;d;0;0
11;2919;0;15;346;0.0037;1611167;0.21;134;25;11508;0;3;140;29;20;12;76.95;9.9;271;0.44;30.18;;14;4;7;0;0
12;2796;2;8;459;0.0011;1373801;0.05;146;25;17612;0;3;78;4;13;13;101.73;14.4;1050;0.38;17.60;;14;4;4;0;0
13;1023;1;11;339;0.0019;1651800;0.21;138;26;12235;0;3;135;28;12;15;86.05;11.165;733;0.41;41.14;;11;4;99;0;0
14;2920;1;7;353;0.0031;2516155;0.3;98;26;38123;0;3;66;20;11;7;58.62;6.300000000000001;1102;0.58;13.14;;14;4;5;0;0
0;2138;1;4;356;0.5561;439727;0.15;28;67;21986;0;3;20;3;5;4;1.71;1.405;301;0.6;10.70;;14;5;1;1;1
1;2143;1;4;229;0.0196;263636;0.35;44;4;15508;0;3;17;6;3;1;40.46;5.640000000000001;1103;0.59;8.44;;14;5;5;0;0
2;1727;1;6;455;0.0358;383540;0.21;3;5;15980;0;3;24;5;3;7;10.82;2.965;1104;0.63;9.24;;14;5;6;0;0
3;2921;0;8;472;0.006999999999999999;364250;0.07;43;7;5059;0;3;72;5;8;5;62.86;7.37;865;0.25;24.94;;6;5;7;0;0
4;2922;1;5;480;0.11960000000000001;472256;0.41;67;4;14758;0;3;32;13;3;2;7.38;2.09;1105;0.56;2.37;;14;5;4;0;0
5;2923;0;7;181;0.0046;402661;0.1;10;5;5921;0;3;68;7;8;7;58.64;9.01;362;0.32;7.16;;16;5;d;0;0
6;2924;2;9;224;0.011899999999999999;391952;0.24;67;4;4403;0;3;89;21;13;9;41.40;6.145;107;0.48;3.34;;14;5;99;0;0
7;2817;0;6;346;0.0479;367008;0.32;7;7;11838;0;3;31;10;4;2;15.42;3.5650000000000004;1060;0.52;4.06;;14;5;3;0;1
8;2925;0;5;235;0.037599999999999995;323692;0.29;7;7;15413;0;3;21;6;2;2;18.04;3.465;506;0.48;2.30;;14;5;d;0;0
9;768;0;7;174;0.0194;442500;0.3;34;8;13409;0;3;33;10;5;1;24.28;4.64;346;0.48;24.48;;17;5;d;0;0
10;2926;0;7;339;0.0353;352150;0.29;39;5;16769;0;3;21;6;0;2;21.25;3.96;427;0.38;5.88;;12;5;d;0;0
11;52;0;5;33;0.1052;477700;0.21;39;5;16472;0;3;29;6;5;3;6.70;1.93;5;0.48;8.16;;3;5;2;0;1
0;2927;0;7;213;0.0092;1770693;0.16;72;12;28106;0;3;63;10;5;7;51.61;6.0249999999999995;573;0.35;23.48;;14;6;99;0;0
1;1099;0;7;356;0.1166;2098947;0.36;74;52;41978;0;3;50;18;5;8;6.45;1.9300000000000002;301;0.62;2.92;;14;6;2;0;1
2;2928;1;8;353;0.0074;1550193;0.22;42;5;21235;0;3;73;16;11;12;44.68;7.220000000000001;1106;0.53;1.96;;14;6;3;0;1
3;456;0;6;5;0.6873999999999999;3256066;0.18;69;18;72357;0;3;45;8;6;6;1.41;1.23;2;0.44;29.43;;2;6;4;0;0
4;2187;2;6;346;0.0166;1285315;0.35;21;12;41461;0;3;31;11;6;3;25.09;3.46;1042;0.65;1.96;;14;6;d;0;0
5;1246;1;6;347;0.0252;2035836;0.39;68;12;72708;0;3;28;11;4;6;20.62;4.295;1036;0.75;3.64;;14;6;1;1;1
6;32;0;11;14;0.0023;2452419;0.17;22;12;17771;0;3;138;23;17;14;59.26;6.41;710;0.39;41.24;;15;6;d;0;0
7;1033;0;11;229;0.0023;2479233;0.26;72;12;15303;0;3;162;42;30;22;72.11;6.255;445;0.58;10.50;;14;6;6;0;0
8;537;1;9;481;0.12210000000000001;16760880;0.32;18;11;226498;0;3;74;24;12;6;5.48;1.9200000000000002;1098;0.57;22.72;;14;6;5;0;0
9;236;0;7;290;0.0109;3102165;0.16;17;10;53485;0;3;58;9;2;10;21.42;2.01;1;0.36;48.85;;1;6;7;0;0
0;2929;0;5;290;0.1115;247000;0.21;10;5;13000;0;3;19;4;1;4;11.45;3.2;457;0.47;22.27;;1;7;d;0;0
1;2141;0;4;5;0.20739999999999997;183300;0.38;13;7;22912;0;3;8;3;2;0;3.00;1.605;2;0.63;3.91;;2;7;99;0;0
2;2930;0;6;347;0.1261;236265;0.14;12;4;4725;0;3;50;7;5;6;7.09;2.8600000000000003;807;0.36;4.98;;14;7;7;0;0
3;2931;0;6;233;0.096;217526;0.38;40;7;13595;0;3;16;6;2;2;11.28;3.4000000000000004;107;0.63;2.90;;14;7;3;0;1
4;2932;1;5;232;0.0091;198490;0.07;48;4;6844;0;3;29;2;6;5;70.67;12.825;1107;0.45;6.86;;14;7;d;0;0
5;2933;2;8;477;0.005600000000000001;230045;0.09;48;4;3966;0;3;58;5;9;5;95.24;15.02;1108;0.33;15.76;;14;7;99;0;0
6;2934;0;6;480;0.030899999999999997;218848;0.32;0;7;11518;0;3;19;6;4;2;15.02;3.425;1109;0.63;6.88;;14;7;6;0;0
7;1974;0;4;14;0.1427;221500;0.29;5;7;15821;0;3;14;4;2;0;5.05;2.035;29;0.43;13.16;;7;7;2;0;1
8;2935;1;5;346;0.18469999999999998;198441;0.88;104;14;24805;0;3;8;7;1;0;5.48;2.13;1110;1.0;1.75;;14;7;1;1;1
9;2936;0;6;455;0.016;189000;0.2;1;4;6300;0;3;30;6;0;4;37.06;8.445;1111;0.33;4.52;;13;7;4;0;0
10;2124;2;4;356;0.0621;230045;0.46;36;6;17695;0;3;13;6;1;2;11.22;2.61;301;0.69;3.24;;14;7;5;0;0
11;1593;2;5;349;0.0079;211723;0.2;8;6;8468;0;3;25;5;2;3;69.20;11.754999999999999;1055;0.4;7.20;;14;7;d;0;0
0;1884;2;6;15;0.0408;574986;0.19;37;0;11057;2;3;52;10;11;5;19.48;3.2700000000000005;585;0.5;7.53;1315;2;1;4;0;0
1;1569;0;6;40;0.4546;851300;0.23;43;0;24322;0;3;35;8;5;2;1.95;1.42;729;0.43;2.46;3410;8;1;1;1;1
2;2880;0;6;24;0.14859999999999998;727500;0.4;0;0;36375;0;3;20;8;3;2;7.75;2.23;1112;0.65;3.42;4995;3;1;2;0;1
3;1822;0;12;5;0.005;802102;0.11;67;1;7941;2;3;101;11;9;13;50.96;8.635;800;0.33;48.52;955;2;1;3;0;1
4;2937;0;8;168;0.0141;618600;0.2;41;0;11455;0;3;54;11;7;8;33.38;5.16;137;0.48;24.93;2090;3;1;99;0;0
5;2426;0;8;263;0.0037;790100;0.13;36;3;10973;0;3;72;9;16;8;46.60;6.164999999999999;76;0.46;11.86;1460;13;1;99;0;0
6;2938;0;11;16;0.0043;733683;0.19;7;0;9782;0;3;75;14;13;4;55.40;5.95;1113;0.41;11.08;1628;13;1;5;0;0
7;227;1;6;33;0.07440000000000001;667000;0.16;7;0;15511;0;3;43;7;6;3;10.46;2.58;5;0.37;10.65;1435;3;1;99;0;0
8;248;0;5;7;0.1971;684000;0.33;5;0;28500;2;3;24;8;2;2;4.26;1.74;20;0.5;7.50;2315;11;1;utg;0;0
9;2939;0;7;11;0.0038;811100;0.25;37;0;14483;0;3;56;14;3;6;99.9;99.9;1114;0.41;20.08;1815;16;1;s;0;0
10;2723;0;6;14;0.0479;530400;0.24;8;3;21216;1;3;25;6;4;3;8.65;2.385;20;0.52;6.22;2475;11;1;6;0;0
11;253;0;10;146;0.0055000000000000005;849427;0.16;57;1;9438;0;3;90;14;8;7;42.68;7.300000000000001;1017;0.32;12.32;1160;16;1;7;0;0
0;2940;2;5;57;0.0704;159400;0.15;47;3;12261;0;3;13;2;2;1;16.73;3.98;1115;0.38;49.52;398;16;2;3;0;1
1;2941;2;9;19;0.004;130179;0.07;64;3;3099;0;3;42;3;5;3;86.76;15.79;723;0.26;17.61;429;16;2;d;0;0
2;97;2;4;33;0.009000000000000001;153700;0.0;77;15;15370;1;3;10;0;3;2;36.30;7.244999999999999;5;0.5;8.41;1377;3;2;2;0;1
3;2942;2;6;464;0.0026;123777;0.03;150;15;3992;0;3;31;1;5;4;99.93;18.630000000000003;1061;0.32;23.35;828;13;2;5;0;0
4;2943;2;4;5;0.1166;150500;0.23;62;13;11576;0;3;13;3;1;0;8.33;2.665;46;0.31;15.59;2415;6;2;d;0;0
5;2944;2;4;29;0.038900000000000004;462200;0.11;41;0;25677;1;3;18;2;3;2;12.85;4.055;711;0.39;9.19;1805;6;2;6;0;0
6;2945;2;7;146;0.0105;420924;0.09;5;0;8955;2;3;47;4;4;9;38.09;10.165000000000001;73;0.36;22.90;442;2;2;99;0;0
7;2946;2;4;8;0.18230000000000002;477600;0.23;64;3;36738;0;3;13;3;3;0;6.16;2.35;1;0.46;11.56;3921;1;2;7;0;0
8;2947;2;9;237;0.0131;451400;0.14;6;1;10497;3;3;43;6;7;6;47.13;10.940000000000001;854;0.44;26.96;650;16;2;99;0;0
9;1881;2;6;24;0.1326;417800;0.12;51;0;12288;0;3;34;4;5;3;7.44;2.505;137;0.35;6.97;320;3;2;d;0;0
10;2669;2;8;7;0.0709;1219020;0.13;3;2;14011;1;3;87;11;13;15;11.10;3.105;122;0.45;31.75;2058;12;2;99;0;0
11;2948;2;7;15;0.0045000000000000005;596950;0.08;66;0;8407;0;3;71;6;13;12;76.12;12.59;1116;0.44;16.74;1445;22;2;99;0;0
12;1790;2;6;0;0.2964;1375000;0.71;3;2;49107;3;3;28;20;1;1;2.55;1.5299999999999998;64;0.79;1.77;2350;6;2;1;1;1
13;2949;2;5;40;0.0074;712900;0.08;12;1;18279;1;3;39;3;5;2;44.85;8.91;165;0.26;35.13;237;8;2;4;0;0
14;2259;2;9;133;0.0407;1016500;0.15;43;0;9240;0;3;110;17;13;14;12.19;3.225;270;0.4;23.05;645;4;2;99;0;0
0;32;0;11;61;0.0043;2442419;0.17;22;12;17827;0;3;137;23;17;14;78.95;6.755;710;0.39;27.52;765;15;3;6;0;0
1;236;0;7;290;0.0709;3101665;0.16;17;10;54415;1;3;57;9;2;10;12.47;2.96;1;0.37;48.59;1401;1;3;99;0;0
2;2839;1;11;24;0.0054;6599289;0.23;70;12;58922;0;3;112;26;12;14;89.52;7.7;5;0.46;71.69;284;3;3;3;0;1
3;2377;0;8;44;0.008199999999999999;1747800;0.16;95;28;25702;1;3;68;11;19;9;44.04;5.390000000000001;57;0.57;6.39;2172;12;3;utg;0;0
4;275;0;11;40;0.5916;17316005;0.31;16;21;121090;1;3;143;44;24;18;1.38;1.105;165;0.6;3.65;6950;8;3;1;1;1
5;1789;0;9;7;0.0085;3675376;0.13;70;12;31413;0;3;117;15;22;12;51.50;5.325;445;0.42;5.16;1422;14;3;5;0;0
6;1282;1;7;146;0.0269;2569399;0.15;21;12;43549;0;3;59;9;14;7;24.77;2.675;141;0.51;6.52;3375;4;3;99;0;0
7;1033;0;11;57;0.0074;2543586;0.26;72;12;15798;0;3;161;42;30;22;37.12;4.895;445;0.58;3.38;2088;14;3;4;0;0
8;2950;0;7;8;0.1845;2008200;0.3;29;5;45640;3;3;44;13;2;0;4.71;2.555;1;0.34;9.64;887;1;3;7;0;0
9;2889;1;6;5;0.0922;2665856;0.38;95;28;91926;0;3;29;11;6;0;9.28;2.1550000000000002;433;0.59;9.45;1826;14;3;2;0;1
0;1901;2;8;185;0.15839999999999999;478150;0.09;83;24;5625;1;3;85;8;4;14;4.97;2.425;323;0.31;4.33;1740;22;4;99;0;0
1;2951;2;10;482;0.0037;660800;0.1;81;23;6007;0;3;110;11;12;8;82.19;14.115;1117;0.28;49.82;402;15;4;d;0;0
2;2508;2;6;19;0.2585;612569;0.21;81;23;16120;0;3;38;8;3;3;4.14;2.155;955;0.37;16.93;865;24;4;2;0;1
3;2952;2;9;44;0.0042;486654;0.05;87;24;5530;3;3;88;4;6;6;87.97;14.719999999999999;57;0.18;19.87;83;12;4;99;0;0
4;2711;1;10;40;0.0053;470550;0.1;131;23;6722;0;3;70;7;9;10;65.44;6.970000000000001;323;0.37;38.42;156;22;4;99;0;0
5;1291;0;7;15;0.061399999999999996;575933;0.1;118;24;9598;0;3;60;6;5;8;13.20;3.39;701;0.32;20.24;800;22;4;6;0;0
6;1706;1;10;168;0.0147;563166;0.08;106;23;6625;0;3;85;7;10;8;18.09;5.295;609;0.29;32.74;1299;14;4;4;0;0
7;2953;0;8;24;0.0040999999999999995;477000;0.34;167;23;10840;0;3;44;15;5;3;58.89;13.445;779;0.52;11.97;422;15;4;utg;0;0
8;326;0;7;33;0.0711;531550;0.15;81;23;10222;0;3;52;8;6;6;10.48;3.6100000000000003;5;0.38;13.67;1487;3;4;99;0;0
9;2954;0;7;27;0.031400000000000004;1178226;0.13;130;24;21422;0;3;55;7;10;6;16.31;4.8100000000000005;433;0.42;25.56;815;14;4;3;0;1
10;2022;1;6;57;0.1761;1115886;0.29;99;26;27216;0;3;41;12;6;4;4.37;2.295;434;0.54;12.12;494;14;4;1;1;1
11;430;0;8;11;0.0231;1168550;0.15;91;25;12701;0;3;92;14;12;22;25.54;5.71;195;0.52;9.95;985;23;4;5;0;0
12;2846;0;6;7;0.09359999999999999;1121770;0.25;142;24;35055;0;3;32;8;5;3;10.97;2.98;701;0.5;18.49;515;22;4;utg;0;0
13;2955;0;7;263;0.0028000000000000004;700949;0.14;88;24;12085;0;3;58;8;8;9;123.27;24.6;966;0.43;40.52;444;14;4;utg;0;0
14;1017;1;9;146;0.0916;1183908;0.27;146;25;22767;0;3;52;14;11;7;10.30;2.48;731;0.62;4.20;2299;15;4;7;0;0
0;2076;0;4;7;0.1943;177500;0.2;40;7;17750;1;3;10;2;0;1;4.05;2.225;20;0.3;6.61;2015;11;5;2;0;1
1;2892;0;5;101;0.10300000000000001;153800;0.23;8;6;11830;0;3;13;3;3;2;10.68;3.105;13;0.62;5.49;1518;0;5;7;0;0
2;2956;2;6;0;0.0217;185500;0.24;173;51;10911;1;3;17;4;1;4;24.98;5.52;171;0.53;17.43;1600;16;5;99;0;0
3;2715;2;4;22;0.0058;180100;0.15;47;6;13853;0;3;13;2;0;3;67.64;7.115;24;0.38;22.79;1229;5;5;99;0;0
4;855;0;4;8;0.2127;242000;0.25;64;6;30250;0;3;8;2;2;1;6.08;2.46;1;0.63;12.71;2660;1;5;1;1;1
5;2525;0;5;44;0.0301;109300;0.11;52;6;5752;0;3;19;2;2;1;34.53;7.869999999999999;57;0.26;5.00;1460;12;5;4;0;0
6;2957;0;5;57;0.0507;207821;0.06;57;4;11545;3;3;18;1;2;5;12.81;3.0300000000000002;97;0.44;4.11;1073;16;5;5;0;0
7;2771;0;5;15;0.031400000000000004;210000;0.21;7;7;8750;0;3;24;5;1;3;14.57;3.37;78;0.38;4.32;2030;11;5;99;0;0
8;2361;2;6;33;0.015300000000000001;245000;0.18;5;7;14411;1;3;17;3;0;1;32.49;5.685;5;0.24;16.49;1947;3;5;utg;0;0
9;2229;0;4;40;0.17739999999999997;247000;0.23;49;6;19000;0;3;13;3;3;2;4.13;1.575;165;0.62;19.83;2010;8;5;5;0;0
10;1333;1;4;290;0.014499999999999999;177600;0.14;51;7;12685;0;3;14;2;1;1;45.54;8.655;1;0.29;17.14;1404;1;5;d;0;0
11;148;0;4;5;0.1431;248400;0.25;52;6;20700;0;3;12;3;2;1;4.51;2.18;2;0.5;9.75;1815;2;5;3;0;1
0;642;0;6;8;0.1794;940764;0.2;27;8;22945;2;3;41;8;6;3;5.83;2.2800000000000002;1;0.41;7.95;2222;1;6;d;0;0
1;232;0;9;66;0.0904;1585950;0.11;22;12;10937;0;3;145;16;19;16;8.15;2.46;729;0.35;10.99;2530;8;6;4;0;0
