horseNumber;horseName;horseSex;horseAge;driver;betDistribution;earnings;winPercent;recordSuffix;recordDecimal;earningsPerStart;shoeInfo;cartInfo;lifeStats-tot;lifeStats-1;lifeStats-2;lifeStats-3;vOdds;pOdds;Tr�nare;Plats%;Snittodds;Po�ng;Hemmabana;raceIdx;result;won;plats
2;1756;2;6;24;0.0079;1048800;0.21;35;5;24971;0;3;42;9;4;4;49.93;6.51;137;0.4;11.45;805;3;6;7;0;0
3;307;0;10;251;0.0111;1466655;0.19;33;12;17254;0;3;85;16;18;5;29.39;5.085;363;0.46;27.30;1394;11;6;d;0;0
4;2469;0;8;44;0.0391;1498885;0.22;22;12;23791;1;3;63;14;4;3;16.03;4.305;57;0.33;19.20;761;12;6;5;0;0
5;608;1;9;464;0.0236;1052022;0.25;26;5;16437;0;3;64;16;15;6;22.40;3.205;1061;0.58;5.10;2081;13;6;6;0;0
6;2958;1;5;5;0.0495;1583265;0.26;10;5;68837;1;3;23;6;5;1;7.34;2.885;433;0.52;6.03;10695;14;6;d;0;0
7;1577;0;5;57;0.253;1150290;0.41;23;8;35946;0;3;32;13;4;5;4.80;2.055;418;0.69;7.98;2645;18;6;1;1;1
8;24;0;7;7;0.32299999999999995;1105450;0.25;15;8;25123;1;3;44;11;7;6;2.52;1.29;20;0.55;4.55;4190;11;6;2;0;1
9;30;0;8;22;0.023;1402350;0.15;20;8;21574;3;3;65;10;10;11;18.00;3.785;24;0.48;7.60;4168;5;6;3;0;1
0;2689;0;6;7;0.4596;459900;0.16;39;5;14835;0;3;31;5;6;6;2.45;1.545;20;0.55;5.75;1815;11;7;4;0;0
1;2376;0;5;5;0.09519999999999999;374200;0.25;2;4;18710;1;3;20;5;2;3;6.71;2.265;8;0.5;9.72;1777;2;7;d;0;0
2;1726;0;7;237;0.063;464000;0.24;48;4;22095;0;3;21;5;5;2;8.46;2.71;614;0.57;11.24;1830;16;7;1;1;1
3;2959;0;6;79;0.0046;345974;0.05;24;4;8237;0;3;42;2;6;7;61.71;8.155;304;0.36;21.18;1690;13;7;7;0;0
4;2960;0;6;40;0.011399999999999999;493300;0.08;30;8;9866;1;3;50;4;6;5;28.55;4.505;165;0.3;21.79;687;8;7;99;0;0
5;2700;0;6;57;0.1573;431100;0.18;42;5;11053;0;3;39;7;4;5;6.01;2.1950000000000003;97;0.41;4.89;2487;16;7;2;0;1
6;2818;1;7;464;0.0026;485183;0.06;43;7;7135;3;3;68;4;14;7;76.60;7.57;1061;0.37;14.77;801;13;7;d;0;0
7;700;0;6;11;0.0172;281800;0.28;10;5;15655;0;3;18;5;3;3;30.60;5.25;97;0.61;10.38;1790;16;7;d;0;0
8;1;0;5;8;0.0466;342600;0.17;39;5;14895;2;3;23;4;4;2;10.88;3.145;1;0.43;7.42;1118;1;7;6;0;0
9;222;1;4;111;0.132;410455;0.37;42;5;21602;0;3;19;7;3;2;5.54;2.265;134;0.63;10.53;1661;2;7;3;0;1
10;2961;0;9;90;0.0032;496050;0.1;32;5;4468;0;3;111;11;9;6;55.83;7.824999999999999;189;0.23;44.98;1168;15;7;5;0;0
11;2335;0;6;24;0.0072;349300;0.24;44;4;12044;0;3;29;7;4;1;43.30;6.475;779;0.41;8.23;1665;15;7;99;0;0
0;2102;2;8;404;0.1857;4623418;0.27;74;19;56383;0;3;82;22;20;9;5.05;1.5350000000000001;134;0.62;12.91;4511;2;1;1;1;1
1;559;2;5;3;0.0291;903450;0.27;28;8;34748;0;3;26;7;3;6;19.20;2.71;718;0.62;11.13;4160;2;1;3;0;1
2;2873;2;6;5;0.0888;3092630;0.2;75;12;77315;1;3;40;8;7;5;9.70;2.065;2;0.5;15.58;1670;2;1;2;0;1
3;2521;2;5;11;0.016;1229300;0.24;26;5;29269;1;3;42;10;5;4;31.64;3.995;594;0.45;24.30;860;0;1;4;0;0
4;611;2;5;43;0.12269999999999999;2320500;0.33;10;5;96687;3;3;24;8;6;2;9.33;1.9749999999999999;20;0.67;8.37;10970;11;1;5;0;0
5;2874;2;7;10;0.0946;1164293;0.34;42;5;40148;0;3;29;10;4;2;11.10;2.95;8;0.55;7.60;971;2;1;7;0;0
6;2962;2;6;2;0.4573;6466000;0.43;28;8;230928;1;3;28;12;2;7;1.52;1.285;623;0.75;7.44;2065;2;1;6;0;0
7;185;2;7;56;0.0058;2197222;0.24;33;12;59384;0;3;37;9;5;7;71.15;6.62;1118;0.57;22.07;329;4;1;99;0;0
0;1613;0;5;8;0.1349;183000;0.14;11;3;13071;2;3;14;2;2;0;3.80;1.9100000000000001;1;0.29;7.54;958;1;2;d;0;0
1;2929;0;5;63;0.0233;211500;0.18;7;0;12441;0;3;17;3;1;4;27.24;4.065;457;0.47;18.79;1325;1;2;utg;0;0
2;1890;0;5;2;0.0148;151800;0.18;189;36;6900;1;3;22;4;0;1;28.48;5.305;223;0.23;16.56;1195;7;2;4;0;0
3;603;0;4;103;0.0795;228450;0.3;13;0;22845;0;3;10;3;2;1;99.9;99.9;99;0.6;14.02;1922;1;2;s;0;0
4;1976;1;5;25;0.1548;190100;0.29;11;3;13578;0;3;14;4;2;2;4.95;1.9050000000000002;26;0.57;13.04;1960;1;2;1;1;1
5;1658;0;5;111;0.35600000000000004;207500;0.42;63;3;17291;0;3;12;5;2;2;2.89;1.77;210;0.75;3.60;1318;2;2;utg;0;0
6;2859;1;6;339;0.0626;213269;0.16;56;3;11224;0;3;19;3;4;3;11.10;2.575;4;0.53;19.40;1602;1;2;5;0;0
7;785;1;4;4;0.034300000000000004;186000;0.14;4;3;13285;0;3;14;2;0;3;11.86;2.935;1;0.36;26.52;1525;1;2;2;0;1
8;1693;1;4;11;0.0176;248650;0.07;13;0;17760;0;3;14;1;2;3;25.65;5.075;73;0.43;11.09;1310;2;2;6;0;0
9;2963;2;8;135;0.0029;182950;0.11;47;3;5081;0;3;36;4;4;7;111.57;10.46;1119;0.42;13.80;965;7;2;7;0;0
10;2964;1;5;19;0.0109;241800;0.21;37;0;17271;0;3;14;3;4;2;99.9;99.9;97;0.64;3.86;1190;16;2;s;0;0
11;569;0;5;10;0.1084;219000;0.33;77;15;18250;0;3;12;4;2;0;6.84;2.085;8;0.5;16.47;2060;2;2;3;0;1
0;2838;1;12;44;0.0733;8687820;0.24;95;28;79704;1;3;109;26;19;9;9.47;2.025;57;0.5;20.96;1140;12;3;4;0;0
1;2965;1;7;111;0.066;12242350;0.47;17;10;214778;2;3;57;27;5;7;9.09;2.49;134;0.68;12.78;2747;2;3;7;0;0
2;1099;0;7;63;0.21489999999999998;2189224;0.37;74;52;41400;0;3;49;18;4;8;3.92;1.635;301;0.61;4.28;1579;14;3;2;0;1
3;2479;0;9;8;0.4629;8417061;0.27;101;38;90506;1;3;93;25;7;7;2.13;1.455;1;0.42;12.18;3900;1;3;3;0;1
4;1701;0;11;11;0.13970000000000002;5506205;0.34;72;12;55062;1;3;100;34;21;8;5.51;1.895;606;0.63;13.09;2335;2;3;5;0;0
5;2966;1;12;5;0.0096;6025320;0.14;21;12;62763;0;3;96;13;18;13;34.11;3.39;214;0.46;34.48;2560;1;3;6;0;0
6;2839;1;11;42;0.015700000000000002;6598789;0.23;70;12;59448;1;3;111;26;12;14;19.52;3.165;5;0.47;80.18;458;3;3;d;0;0
7;2732;1;10;265;0.0179;5017875;0.25;17;10;60456;1;3;83;21;14;8;20.25;2.83;504;0.52;12.59;1016;2;3;1;1;1
0;1941;2;6;43;0.006999999999999999;266915;0.07;14;5;9532;1;3;28;2;4;2;54.74;7.949999999999999;423;0.29;41.04;709;2;4;99;0;0
1;1968;2;6;302;0.0105;268048;0.11;41;7;9927;2;3;27;3;7;0;44.81;8.26;728;0.37;16.97;905;6;4;6;0;0
2;2967;2;6;135;0.006500000000000001;276700;0.16;47;6;14563;0;3;19;3;3;2;69.50;10.875;1119;0.42;13.67;2496;7;4;99;0;0
3;2968;2;5;2;0.0227;298000;0.19;67;4;11037;1;3;27;5;2;4;20.16;5.8;623;0.41;17.17;680;2;4;99;0;0
4;2573;2;5;5;0.0431;333000;0.13;57;4;13875;1;3;24;3;3;5;17.11;4.41;8;0.46;39.22;1050;2;4;1;1;1
5;1816;2;5;10;0.3096;336600;0.45;6;4;30600;3;3;11;5;2;0;2.81;1.72;8;0.64;4.67;2621;2;4;3;0;1
6;2969;2;7;11;0.0969;450100;0.3;48;4;16670;3;3;27;8;5;4;8.98;2.815;594;0.63;3.59;2633;0;4;4;0;0
7;1648;2;7;393;0.016200000000000003;494345;0.17;38;5;9327;0;3;53;9;3;6;37.96;6.609999999999999;575;0.34;15.09;973;1;4;99;0;0
8;2878;2;5;111;0.010700000000000001;372100;0.18;48;4;13289;0;3;28;5;3;3;42.21;8.465;290;0.39;21.06;2064;1;4;99;0;0
9;2970;2;4;63;0.0967;412500;0.36;24;4;37500;0;3;11;4;3;1;16.05;2.5949999999999998;871;0.73;4.43;4625;12;4;99;0;0
10;2570;2;6;4;0.018500000000000003;457400;0.13;31;8;14293;1;3;32;4;10;5;9.45;3.65;134;0.59;12.38;1540;2;4;99;0;0
11;2867;2;6;49;0.0033;535700;0.12;27;8;12458;1;3;43;5;3;5;51.75;11.27;8;0.3;16.02;540;2;4;5;0;0
12;2971;2;5;62;0.2601;503500;0.24;25;8;29617;2;3;17;4;5;3;4.42;2.08;8;0.71;7.07;1840;2;4;2;0;1
13;2972;2;7;165;0.0166;596700;0.08;29;5;10113;1;3;59;5;7;11;21.06;4.71;834;0.39;16.74;2085;12;4;7;0;0
14;1817;2;6;74;0.0817;662500;0.6;26;5;66250;1;3;10;6;4;0;9.13;2.975;1120;1.0;5.88;6950;0;4;99;0;0
0;2202;0;5;14;0.0481;426500;0.11;42;5;15796;3;3;27;3;4;4;13.96;2.925;845;0.41;17.40;3735;7;5;4;0;0
1;2689;0;6;43;0.0919;428900;0.17;24;4;14296;1;3;30;5;6;5;5.88;2.225;20;0.53;5.28;1680;11;5;3;0;1
2;775;0;5;103;0.0344;475900;0.25;31;8;14871;0;3;32;8;3;4;17.52;3.535;99;0.47;9.28;1918;1;5;99;0;0
3;2823;0;5;8;0.0663;388300;0.27;29;5;25886;0;3;15;4;3;2;13.31;3.2;1;0.6;6.64;1620;1;5;99;0;0
4;2729;1;5;4;0.5562;490586;0.17;14;5;14016;1;3;35;6;9;2;1.92;1.3900000000000001;740;0.49;6.83;3750;12;5;1;1;1
5;2973;2;8;19;0.0054;464569;0.08;1;4;4599;0;3;101;8;10;13;69.60;7.52;457;0.31;28.61;1577;1;5;99;0;0
6;2974;0;6;283;0.0039000000000000003;404000;0.09;9;4;9181;1;3;44;4;4;3;61.50;10.045;778;0.25;12.63;1425;12;5;99;0;0
7;467;0;5;62;0.0128;423300;0.12;6;4;12450;0;3;34;4;3;4;32.62;4.81;132;0.32;9.79;2720;1;5;5;0;0
8;2975;2;6;393;0.0091;461000;0.11;31;8;9808;0;3;47;5;6;4;52.14;6.16;575;0.32;26.16;1970;1;5;7;0;0
9;2742;0;6;10;0.041100000000000005;409700;0.39;9;4;22761;1;3;18;7;0;3;15.35;3.175;8;0.56;4.07;3180;2;5;6;0;0
10;1659;0;7;11;0.1207;449415;0.43;2;4;10700;1;3;42;18;4;3;5.33;2.0250000000000004;30;0.6;4.65;2627;2;5;2;0;1
11;2265;2;5;63;0.0102;447462;0.47;48;4;23550;3;3;19;9;3;0;43.09;8.56;871;0.63;3.38;2077;12;5;utg;0;0
0;368;0;8;10;0.1404;778638;0.13;31;8;11123;1;3;70;9;12;9;5.26;2.185;672;0.43;21.66;2285;2;6;2;0;1
1;566;0;5;111;0.3156;747900;0.28;25;8;29916;0;3;25;7;5;3;3.15;1.78;73;0.6;4.01;2183;2;6;1;1;1
2;2976;0;8;62;0.0693;630135;0.14;25;8;11252;0;3;56;8;9;12;12.10;2.4749999999999996;207;0.52;3.76;1839;14;6;5;0;0
3;1884;2;6;142;0.0676;574486;0.2;32;5;11264;1;3;51;10;11;5;8.61;2.71;585;0.51;9.06;1495;2;6;99;0;0
4;478;0;7;8;0.1635;628500;0.22;71;8;12570;3;3;50;11;7;2;6.00;2.345;1;0.4;15.45;1250;1;6;99;0;0
5;1822;0;12;5;0.0064;801602;0.11;29;5;8016;2;3;100;11;9;13;30.92;7.484999999999999;800;0.33;53.35;955;2;6;99;0;0
6;1687;0;6;63;0.0101;756426;0.23;75;12;19395;0;3;39;9;4;3;32.05;7.805;4;0.41;9.29;1005;1;6;3;0;1
7;49;0;6;103;0.0063;831300;0.14;30;8;14332;1;3;58;8;9;6;38.22;8.78;712;0.4;35.72;1149;1;6;99;0;0
8;873;0;6;2;0.042699999999999995;848800;0.33;42;5;18862;0;3;45;15;3;7;19.48;4.46;623;0.56;4.71;2805;2;6;4;0;0
9;1971;0;9;27;0.0062;819252;0.2;34;8;9870;0;3;83;17;5;7;40.00;8.5;738;0.35;9.90;2021;13;6;99;0;0
10;567;0;7;40;0.0209;686113;0.19;10;5;14598;2;3;47;9;4;7;27.46;5.875;73;0.43;7.74;1900;2;6;7;0;0
11;600;0;5;4;0.151;657800;0.3;66;7;28600;0;3;23;7;3;1;5.67;2.065;778;0.48;7.27;5895;12;6;6;0;0
0;2575;0;7;2;0.06;1046300;0.27;75;12;21797;0;3;48;13;6;8;20.59;5.075;623;0.56;7.16;4730;2;7;99;0;0
1;56;0;6;34;0.0318;1095000;0.2;25;8;18559;1;3;59;12;7;13;14.92;3.6850000000000005;42;0.54;13.19;2140;10;7;4;0;0
2;779;0;5;11;0.15259999999999999;1178449;0.2;23;8;39281;1;3;30;6;7;5;6.05;2.31;30;0.6;7.69;3295;2;7;1;1;1
3;334;0;6;5;0.09119999999999999;1343743;0.24;34;8;39521;1;3;34;8;3;5;7.96;2.54;2;0.47;15.78;2130;2;7;2;0;1
4;1367;1;6;40;0.0781;1609900;0.22;70;12;32198;3;3;50;11;7;8;8.51;3.355;427;0.52;13.57;3585;12;7;5;0;0
5;536;0;8;63;0.2311;1677798;0.3;30;8;31656;1;3;53;16;9;4;4.73;2.0;676;0.55;8.96;5400;2;7;utg;0;0
6;1642;0;6;42;0.10460000000000001;1646400;0.35;27;8;63323;2;3;26;9;5;3;8.11;2.7249999999999996;598;0.65;4.08;4920;1;7;utg;0;0
7;2452;0;8;21;0.027200000000000002;1031250;0.23;20;8;18092;3;3;57;13;12;5;25.59;6.325;606;0.53;12.91;4055;2;7;99;0;0
8;237;0;7;67;0.0509;1020600;0.25;38;5;20011;3;3;51;13;7;10;8.14;3.42;145;0.59;8.79;3730;12;7;d;0;0
9;2799;0;5;44;0.0622;1699902;0.2;23;8;42497;0;3;40;8;5;2;12.38;3.7300000000000004;57;0.38;10.92;3062;12;7;3;0;1
10;371;1;9;111;0.021;1522426;0.5;22;12;40063;0;3;38;19;6;3;23.64;4.395;210;0.74;5.22;2280;2;7;6;0;0
11;2765;0;8;127;0.0894;1563450;0.34;3;5;22335;3;3;70;24;12;5;9.33;3.145;121;0.59;14.50;3436;7;7;7;0;0
0;2977;0;8;45;0.10619999999999999;352000;0.29;58;15;14666;0;3;24;7;2;2;11.23;3.1799999999999997;1121;0.46;6.97;2010;22;1;d;0;0
1;2888;0;5;211;0.12480000000000001;423300;0.27;48;1;28220;0;3;15;4;3;0;7.81;2.06;1087;0.47;10.99;3776;11;1;1;1;1
2;54;0;4;7;0.0507;273100;0.12;63;3;16064;0;3;17;2;1;4;18.81;3.935;41;0.41;11.95;1980;15;1;3;0;1
3;2978;0;5;40;0.021400000000000002;263650;0.19;8;3;10140;0;3;26;5;5;0;32.78;7.25;185;0.38;6.09;1637;22;1;99;0;0
4;2979;1;5;247;0.0467;477200;0.21;40;0;16455;0;3;29;6;3;4;14.69;4.26;192;0.45;7.82;1985;22;1;6;0;0
5;2922;1;5;15;0.2336;471122;0.43;7;0;15704;0;3;30;13;2;2;2.86;1.8399999999999999;1105;0.57;2.24;1617;14;1;5;0;0
6;1131;1;5;13;0.057800000000000004;450326;0.18;5;0;11546;0;3;39;7;5;5;20.17;5.5649999999999995;450;0.44;7.30;2210;20;1;utg;0;0
7;2980;0;5;43;0.1036;300700;0.38;13;0;23130;0;3;13;5;1;1;12.38;3.87;20;0.54;5.83;2880;11;1;7;0;0
8;2981;2;6;61;0.0541;458550;0.24;43;0;18342;0;3;25;6;5;4;9.36;2.725;930;0.6;10.82;2436;26;1;2;0;1
9;2982;0;5;4;0.1149;417500;0.23;11;3;18977;0;3;22;5;4;4;6.61;2.295;20;0.59;9.75;1775;11;1;4;0;0
10;2335;0;6;24;0.0401;348800;0.25;0;0;12457;0;3;28;7;4;1;18.39;5.54;779;0.43;10.84;1665;15;1;utg;0;0
11;251;0;5;166;0.0461;431300;0.19;43;0;16588;0;3;26;5;5;2;11.21;3.04;48;0.46;6.58;1625;11;1;99;0;0
0;1122;2;4;121;0.0898;206149;0.07;66;0;13743;0;3;15;1;1;5;10.56;3.265;57;0.47;32.88;840;12;2;99;0;0
1;2983;2;7;132;0.011200000000000002;294700;0.15;8;3;8667;0;3;34;5;5;3;60.29;10.515;96;0.38;20.12;457;4;2;99;0;0
2;2984;2;10;483;0.0037;572835;0.28;50;13;4657;0;3;123;34;21;16;99.9;99.9;55;0.58;8.00;709;11;2;s;0;0
3;1745;2;5;15;0.2273;644193;0.32;8;3;17410;0;3;37;12;4;4;4.00;2.3449999999999998;185;0.54;4.94;2260;22;2;7;0;0
4;1141;2;5;4;0.0277;589500;0.07;41;0;12815;0;3;46;3;5;6;16.19;4.515000000000001;363;0.3;26.63;675;11;2;2;0;1
5;2985;2;8;484;0.0036;419150;0.07;36;3;4989;0;3;84;6;8;9;79.79;13.455;412;0.27;61.35;462;22;2;6;0;0
6;2986;2;10;216;0.0026;423901;0.08;0;0;4872;0;3;87;7;11;11;156.52;21.29;247;0.33;49.69;663;14;2;99;0;0
7;2987;2;6;85;0.1232;527900;0.22;41;0;12875;0;3;41;9;6;5;6.57;2.13;174;0.49;4.79;1615;8;2;99;0;0
8;2988;2;9;247;0.0070999999999999995;492535;0.12;43;0;6655;0;3;74;9;6;10;80.75;10.895;192;0.34;20.47;840;22;2;99;0;0
9;2989;2;7;13;0.0072;572656;0.08;6;1;7635;0;3;75;6;7;9;53.60;7.14;450;0.29;10.97;813;20;2;99;0;0
10;2990;2;7;119;0.0037;852500;0.21;47;3;22434;0;3;38;8;5;6;94.23;19.085;1122;0.5;15.98;425;20;2;99;0;0
11;2991;2;9;7;0.214;1246906;0.18;41;0;14332;0;3;87;16;14;10;3.77;1.745;1123;0.46;32.08;1154;14;2;5;0;0
12;2259;2;9;133;0.056600000000000004;1000500;0.16;43;0;9178;0;3;109;17;13;14;9.24;2.8449999999999998;270;0.4;27.32;560;4;2;4;0;0
13;2505;2;6;33;0.0803;880000;0.28;57;1;35200;0;3;25;7;1;2;13.97;4.39;5;0.4;13.03;1780;3;2;1;1;1
14;1827;2;7;146;0.1422;885895;0.22;39;2;19686;0;3;45;10;10;7;5.88;2.06;141;0.6;3.50;2200;4;2;3;0;1
0;276;0;7;43;0.146;4883700;0.45;93;12;116278;0;3;42;19;6;6;4.30;2.035;943;0.74;14.42;7212;14;3;1;1;1
1;35;0;8;21;0.4782;4861396;0.3;23;8;66594;0;3;73;22;13;6;2.17;1.4;20;0.56;2.31;6340;11;3;d;0;0
2;1282;1;7;146;0.0286;2469399;0.16;21;12;42575;0;3;58;9;13;7;24.25;2.955;141;0.5;3.18;2366;4;3;2;0;1
3;685;0;10;154;0.1249;2780200;0.34;73;12;33904;0;3;82;28;13;6;6.01;2.175;324;0.57;8.93;2095;15;3;3;0;1
4;2992;0;8;216;0.0024;1827937;0.21;27;8;31516;0;3;58;12;9;3;103.25;11.57;650;0.41;57.93;632;5;3;5;0;0
5;32;0;11;40;0.0103;2436419;0.17;22;12;17914;0;3;136;23;17;14;33.76;5.275;710;0.4;31.20;805;15;3;7;0;0
6;31;0;11;24;0.0014000000000000002;2265608;0.24;21;12;20785;0;3;109;26;10;9;120.26;11.379999999999999;1124;0.41;27.03;1138;11;3;99;0;0
7;2993;1;12;15;0.016;4543640;0.22;17;10;47329;0;3;96;21;9;8;32.06;4.82;227;0.4;9.13;836;22;3;99;0;0
8;1280;0;7;7;0.1728;1953000;0.26;17;10;51394;0;3;38;10;9;3;4.40;1.685;20;0.58;6.34;5455;11;3;d;0;0
9;2838;1;12;4;0.009399999999999999;8661320;0.24;95;28;80197;0;3;108;26;19;9;39.40;4.21;57;0.5;14.51;885;12;3;4;0;0
10;236;0;7;8;0.003;3101665;0.16;17;10;54415;0;3;57;9;2;10;99.9;99.9;1;0.37;48.59;1401;1;3;s;0;0
11;2994;1;9;121;0.0069;2605467;0.19;31;8;31017;0;3;84;16;10;6;52.44;6.71;243;0.38;43.36;640;3;3;6;0;0
0;2995;1;11;15;0.023799999999999998;1696084;0.25;180;30;13568;0;3;125;31;24;19;99.9;99.9;1105;0.59;6.63;1436;14;4;s;0;0
1;1022;0;11;33;0.0493;1463498;0.18;89;26;15405;1;3;95;17;14;8;8.63;2.54;5;0.41;17.43;2240;3;4;2;0;1
2;1023;1;11;61;0.0004;1651300;0.21;138;26;12323;0;3;134;28;12;15;99.9;99.9;733;0.41;42.07;225;11;4;s;0;0
3;2846;1;6;247;0.0273;1121270;0.26;142;24;36170;0;3;31;8;5;3;25.73;3.4050000000000002;701;0.52;19.08;515;22;4;99;0;0
4;2024;1;8;216;0.0046;1620996;0.13;91;25;21328;0;3;76;10;9;9;61.11;5.77;759;0.37;64.38;344;5;4;99;0;0
5;1737;1;8;13;0.4725;1521417;0.21;85;25;24538;0;3;62;13;8;9;2.07;1.48;195;0.48;24.99;1980;23;4;1;1;1
6;2483;1;10;98;0.0021;938053;0.22;133;25;10782;0;3;87;19;13;5;95.90;10.21;543;0.43;73.13;345;15;4;99;0;0
7;1598;1;8;40;0.0872;3709317;0.24;96;25;54548;0;3;68;16;17;8;10.78;2.46;195;0.6;21.14;1275;23;4;4;0;0
8;2844;1;6;7;0.0342;1806093;0.19;118;24;58261;0;3;31;6;6;9;16.12;2.595;195;0.68;20.38;241;23;4;7;0;0
9;911;1;10;218;0.2384;1885500;0.44;99;26;25140;0;3;75;33;8;10;2.91;1.495;405;0.68;10.12;3700;27;4;3;0;1
10;427;1;12;160;0.009899999999999999;2224181;0.2;97;30;18230;0;3;122;25;22;13;50.99;4.48;239;0.49;16.30;412;23;4;5;0;0
11;2825;1;7;154;0.050300000000000004;3285304;0.29;191;30;58666;0;3;56;16;6;11;14.56;3.335;403;0.59;12.75;1575;15;4;6;0;0
0;2753;0;5;43;0.36829999999999996;176200;0.14;14;5;12585;0;3;14;2;4;4;2.31;1.4500000000000002;20;0.71;5.28;1257;11;5;99;0;0
1;926;2;4;215;0.0271;244000;0.06;13;7;15250;0;3;16;1;2;3;24.47;4.34;1125;0.38;29.38;1585;25;5;99;0;0
2;1478;2;5;216;0.14150000000000001;215700;0.2;57;4;14380;0;3;15;3;2;1;6.37;2.18;156;0.4;20.45;1185;11;5;4;0;0
3;2996;0;5;166;0.21309999999999998;153000;0.15;41;7;11769;0;3;13;2;4;1;3.61;1.835;48;0.54;5.52;1390;11;5;6;0;0
4;2833;0;6;430;0.0079;138400;0.1;36;6;4613;0;3;30;3;0;3;51.63;8.385;1071;0.2;18.14;1273;27;5;5;0;0
5;2879;0;6;40;0.0719;209807;0.19;1;4;7770;0;3;27;5;6;3;9.61;2.58;650;0.52;8.01;1234;5;5;1;1;1
6;2836;1;5;112;0.0102;185800;0.14;38;5;8847;0;3;21;3;5;1;43.32;7.585000000000001;1074;0.43;4.14;1185;20;5;3;0;1
7;2997;2;4;24;0.0078000000000000005;160657;0.29;41;7;5737;0;3;28;8;6;1;62.19;8.225;55;0.54;65.51;1182;11;5;7;0;0
8;2998;0;6;485;0.02;187889;0.1;43;7;4697;0;3;40;4;3;5;32.13;4.95;1126;0.3;9.96;1072;5;5;d;0;0
9;2877;0;5;132;0.0953;236100;0.28;7;7;13116;0;3;18;5;2;2;12.58;2.655;96;0.5;5.78;1282;4;5;2;0;1
10;2032;2;6;13;0.0083;238900;0.09;37;7;6825;0;3;35;3;4;3;47.36;7.734999999999999;762;0.29;24.06;1510;22;5;d;0;0
11;898;0;5;15;0.0287;197241;0.14;67;4;8965;0;3;22;3;3;3;20.67;3.88;874;0.41;4.99;1422;25;5;99;0;0
0;2999;0;7;13;0.09789999999999999;1396094;0.16;2;1;17235;0;3;81;13;12;13;11.84;3.1550000000000002;450;0.47;3.92;1671;20;6;99;0;0
1;401;0;8;15;0.1522;1324900;0.27;9;1;22455;0;3;59;16;4;9;6.63;2.03;185;0.49;5.85;6003;22;6;7;0;0
2;2471;1;9;4;0.0052;1162653;0.12;12;1;16850;0;3;69;8;10;6;67.52;9.620000000000001;41;0.35;50.90;456;15;6;99;0;0
3;307;0;10;71;0.0074;1430155;0.19;24;1;17230;0;3;83;16;17;5;57.34;7.664999999999999;363;0.46;18.99;937;11;6;4;0;0
4;30;0;8;22;0.11220000000000001;1394350;0.16;9;1;21786;0;3;64;10;10;11;7.88;2.345;24;0.48;6.62;4213;5;6;6;0;0
5;642;0;6;8;0.030899999999999997;940764;0.2;9;1;22945;0;3;41;8;6;3;99.9;99.9;1;0.41;7.95;2222;1;6;s;0;0
6;2698;0;6;43;0.35090000000000005;1123250;0.48;67;1;48836;0;3;23;11;3;2;2.05;1.485;20;0.7;2.00;5067;11;6;5;0;0
7;1578;0;8;45;0.0191;1036100;0.36;48;1;23024;0;3;45;16;7;3;20.95;4.885;765;0.58;6.10;3175;27;6;99;0;0
8;3000;0;10;24;0.0034999999999999996;1175442;0.23;6;1;11523;0;3;102;23;20;18;63.39;9.785;55;0.6;;1222;11;6;99;0;0
9;232;0;9;66;0.061;1548450;0.11;24;1;10753;0;3;144;16;19;15;7.90;2.56;729;0.35;11.49;2705;8;6;3;0;1
10;24;0;7;7;0.1175;955450;0.23;5;0;22219;0;3;43;10;7;6;8.60;2.29;20;0.53;4.12;2755;11;6;1;1;1
11;1577;0;5;40;0.042199999999999994;1075290;0.42;1;1;34686;0;3;31;13;3;5;16.21;3.4;418;0.68;5.94;3062;18;6;2;0;1
0;227;1;6;33;0.0121;651000;0.17;30;8;15500;0;3;42;7;6;3;21.07;3.505;5;0.38;7.86;1875;3;7;4;0;0
1;940;0;6;215;0.0719;739600;0.32;67;4;19463;0;3;38;12;0;5;10.03;2.3;415;0.45;6.89;2887;25;7;6;0;0
2;1569;0;6;40;0.7045;788800;0.24;39;5;23200;0;3;34;8;4;2;1.44;1.3399999999999999;729;0.41;4.73;2685;8;7;2;0;1
3;248;0;5;7;0.0553;559000;0.3;38;5;24304;0;3;23;7;2;2;9.07;2.29;20;0.48;6.73;2315;11;7;1;1;1
4;2637;0;5;166;0.026699999999999998;646887;0.29;27;8;26953;0;3;24;7;7;1;14.84;2.38;48;0.63;9.06;1467;11;7;3;0;1
5;3001;0;5;15;0.0015;599700;0.33;26;5;39980;0;3;15;5;1;4;99.9;99.9;1127;0.67;5.21;3620;11;7;s;0;0
6;2620;0;7;216;0.0037;568600;0.14;2;4;9025;0;3;63;9;10;9;60.50;5.91;984;0.44;9.82;1595;27;7;99;0;0
7;2761;0;10;96;0.006;682326;0.11;14;5;6892;0;3;99;11;19;10;51.07;5.67;1033;0.4;28.91;1765;18;7;5;0;0
8;2728;0;6;121;0.0351;772500;0.39;67;4;27589;0;3;28;11;2;4;99.9;99.9;243;0.61;4.20;3010;3;7;s;0;0
9;2671;0;6;43;0.038900000000000004;608300;0.24;3;5;28966;0;3;21;5;3;3;10.86;3.36;20;0.52;10.43;3580;11;7;99;0;0
10;250;0;7;21;0.0345;810200;0.24;27;8;19760;0;3;41;10;3;2;13.28;2.965;863;0.37;8.91;1840;23;7;99;0;0
