horseNumber;horseName;horseSex;horseAge;driver;betDistribution;earnings;winPercent;recordSuffix;recordDecimal;earningsPerStart;shoeInfo;cartInfo;lifeStats-tot;lifeStats-1;lifeStats-2;lifeStats-3;vOdds;pOdds;Tränare;Plats%;Snittodds;Poäng;Hemmabana;raceIdx;result;won;plats
6;2667;0;5;61;0.048;368300;0.14;49;0;13153;0;3;28;4;1;5;21.16;4.88;252;0.36;8.82;1188;2;4;99;0;0
7;2668;0;5;135;0.0051;443500;0.06;13;0;13439;0;3;33;2;5;6;66.48;14.290000000000001;86;0.39;9.83;882;12;4;4;0;0
8;2325;0;5;91;0.2608;276700;0.2;69;18;13835;3;3;20;4;4;2;4.72;2.205;890;0.5;13.49;1925;11;4;utg;0;0
9;2669;0;9;16;0.0025;397450;0.06;40;0;3785;0;3;105;6;11;7;163.24;17.655;212;0.23;22.55;620;6;4;99;0;0
10;1957;0;10;391;0.056600000000000004;1242047;0.17;24;1;13074;2;3;95;16;12;12;15.21;3.98;334;0.42;25.57;1295;4;4;3;0;1
11;2263;0;7;396;0.0262;930900;0.27;44;1;21156;0;3;44;12;6;6;23.96;4.970000000000001;365;0.55;12.84;815;6;4;2;0;1
12;781;1;7;104;0.1281;1082144;0.23;56;1;19324;0;3;56;13;7;5;7.84;2.63;175;0.45;11.97;2860;12;4;6;0;0
13;56;0;6;34;0.1746;1341000;0.2;6;1;19434;0;3;69;14;8;14;4.53;2.0300000000000002;42;0.52;11.41;2965;10;4;7;0;0
14;490;2;6;67;0.0074;907110;0.14;2;1;21597;3;3;42;6;8;5;80.25;11.629999999999999;30;0.45;5.84;2488;2;4;99;0;0
0;2470;0;8;102;0.024700000000000003;1412051;0.24;46;13;28775;0;3;49;12;10;4;27.08;4.795;175;0.53;23.53;1148;12;5;4;0;0
1;749;0;5;19;0.0451;1628449;0.25;23;8;50889;0;3;32;8;7;5;99.9;99.9;30;0.63;8.75;6495;2;5;s;0;0
2;2609;1;9;3;0.009899999999999999;1225953;0.12;30;8;15717;0;3;78;9;11;7;38.40;8.52;41;0.35;29.41;963;15;5;7;0;0
3;285;1;9;106;0.2896;1689226;0.44;22;12;37538;0;3;45;20;7;4;4.13;1.995;163;0.69;11.67;2088;2;5;99;0;0
4;2607;0;8;43;0.049699999999999994;1575885;0.22;22;12;23174;0;3;68;15;4;3;10.08;2.895;57;0.32;28.73;1145;12;5;d;0;0
5;494;0;5;40;0.028900000000000002;1067212;0.26;25;8;34426;3;3;31;8;7;3;26.29;6.19;252;0.58;17.66;2243;2;5;99;0;0
6;623;0;7;15;0.010700000000000001;1180406;0.16;55;20;27451;0;3;43;7;5;8;38.56;6.35;283;0.47;37.18;1165;6;5;5;0;0
7;1969;1;9;2;0.0078000000000000005;1204413;0.2;47;12;14338;0;3;84;17;12;9;51.26;9.115;671;0.45;30.30;1710;2;5;99;0;0
8;157;1;5;7;0.0745;945402;0.13;55;16;29543;3;3;32;4;2;6;9.40;2.8;93;0.38;24.91;1815;11;5;6;0;0
9;179;0;7;4;0.1007;1037551;0.31;21;12;20344;0;3;51;16;5;6;7.00;2.31;107;0.53;21.95;1267;14;5;3;0;1
10;822;1;6;44;0.33030000000000004;1161200;0.42;33;12;35187;0;3;33;14;2;2;2.72;1.485;892;0.55;4.95;3795;3;5;1;1;1
11;178;1;5;139;0.027999999999999997;1398500;0.19;28;8;51796;0;3;27;5;6;4;13.80;3.0149999999999997;82;0.56;9.96;2140;4;5;2;0;1
0;2217;0;6;7;0.0815;1880300;0.5;32;5;47007;3;3;40;20;7;5;9.74;2.53;837;0.8;4.40;7455;6;6;d;0;0
1;1306;1;6;367;0.0067;1941900;0.21;47;12;34676;0;3;56;12;8;8;57.25;8.84;407;0.5;18.69;3700;12;6;99;0;0
2;2605;1;6;139;0.0326;1710100;0.25;29;5;31092;0;3;55;14;6;1;22.35;4.68;57;0.38;5.79;6560;12;6;5;0;0
3;618;1;6;147;0.5097;9528494;0.23;17;28;128763;0;3;74;17;14;6;2.06;1.435;21;0.5;13.15;8615;11;6;1;1;1
4;2670;1;8;280;0.008199999999999999;2837322;0.27;34;8;55633;0;3;51;14;8;8;41.22;6.285;301;0.59;7.51;2818;9;6;99;0;0
5;2347;0;8;19;0.0116;1732258;0.38;34;8;46817;0;3;37;14;5;5;45.39;7.869999999999999;892;0.65;11.35;3490;3;6;7;0;0
6;849;1;6;261;0.045700000000000005;2035879;0.12;21;12;31321;0;3;65;8;9;4;16.35;4.13;374;0.32;18.37;2240;6;6;99;0;0
7;624;0;5;44;0.1343;3201945;0.91;30;8;291085;0;3;11;10;1;0;6.58;2.555;20;1.0;1.64;30979;11;6;d;0;0
8;180;0;11;72;0.0179;17911788;0.3;16;19;118621;2;3;151;45;25;19;21.36;5.45;108;0.59;9.97;3505;8;6;6;0;0
9;139;0;7;8;0.0027;3190273;0.15;17;10;51456;0;3;62;9;2;11;73.13;14.969999999999999;1;0.35;19.34;1035;1;6;2;0;1
10;1104;1;6;15;0.10099999999999999;4284036;0.25;47;12;89250;0;3;48;12;12;7;9.06;2.5;283;0.65;12.53;19414;6;6;3;0;1
11;1732;1;9;43;0.0481;5298208;0.21;21;12;77914;0;3;68;14;16;8;10.30;2.73;60;0.56;16.54;7930;16;6;4;0;0
0;2298;0;4;5;0.2655;499300;0.33;51;12;33286;0;3;15;5;3;2;4.57;1.855;2;0.67;7.41;3885;2;7;1;1;1
1;2671;0;6;2;0.0729;386300;0.5;15;8;32191;2;3;12;6;3;2;8.10;2.935;671;0.92;3.21;1810;2;7;2;0;1
2;596;0;4;44;0.24170000000000003;261400;0.4;25;8;26140;0;3;10;4;1;2;3.76;2.045;20;0.7;2.00;2134;11;7;99;0;0
3;2672;0;5;156;0.0124;456584;0.33;50;8;16910;0;3;27;9;4;1;44.35;8.355;294;0.52;4.38;1653;16;7;99;0;0
4;2415;1;5;43;0.0352;476800;0.31;42;5;29800;0;3;16;5;3;2;13.82;4.045;2;0.63;7.98;3060;2;7;5;0;0
5;780;0;4;10;0.1363;493000;0.17;30;8;27388;0;3;18;3;2;4;9.52;3.745;8;0.5;12.89;2925;2;7;4;0;0
6;737;1;4;171;0.06309999999999999;438500;0.29;42;5;25794;0;3;17;5;2;3;12.36;3.84;1019;0.59;5.21;2608;12;7;99;0;0
7;309;1;4;104;0.0241;434816;0.37;32;5;22885;0;3;19;7;4;2;19.92;4.89;175;0.68;8.50;3091;12;7;3;0;1
8;713;1;4;7;0.0552;431000;0.17;24;4;23944;0;3;18;3;3;1;11.64;3.235;108;0.39;28.18;2615;8;7;d;0;0
9;2673;0;6;98;0.0789;492237;0.16;35;5;13303;2;3;37;6;7;3;8.94;2.465;160;0.43;6.13;2058;14;7;99;0;0
10;2553;1;6;173;0.01;451600;0.2;26;5;11014;0;3;41;8;5;6;38.29;5.27;327;0.46;12.53;2105;17;7;6;0;0
11;2674;0;5;37;0.004699999999999999;419200;0.24;20;8;12703;0;3;33;8;4;3;71.06;12.15;62;0.45;3.92;1705;12;7;7;0;0
0;571;1;5;19;0.41600000000000004;1401500;0.24;19;12;41220;0;3;34;8;8;5;2.33;1.56;123;0.62;11.73;3825;11;1;3;0;1
1;578;1;7;385;0.11800000000000001;1024435;0.38;30;8;17662;0;3;58;22;5;0;6.42;1.915;876;0.47;9.07;2199;14;1;1;1;1
2;2675;1;6;131;0.0313;1189300;0.21;29;5;30494;0;3;39;8;9;3;22.95;3.8400000000000003;173;0.51;10.28;1350;2;1;6;0;0
3;1517;1;6;249;0.0053;1642000;0.13;50;8;36488;2;3;45;6;3;4;55.14;9.440000000000001;463;0.29;76.37;720;16;1;d;0;0
4;2676;0;10;264;0.0003;815823;0.16;20;8;12747;2;3;64;10;7;6;99.9;99.9;1020;0.36;14.09;612;1;1;s;0;0
5;1332;0;6;43;0.22190000000000001;1684642;0.16;30;8;33032;1;3;51;8;8;10;3.44;1.58;60;0.51;7.00;3410;16;1;2;0;1
6;2602;2;5;7;0.1328;1617011;0.5;21;12;50531;0;3;32;16;4;5;7.87;1.97;564;0.78;6.14;3454;14;1;5;0;0
7;136;0;6;44;0.0504;1509750;0.21;42;5;35946;0;3;42;9;6;6;18.11;3.955;20;0.5;8.84;2110;11;1;4;0;0
8;2469;0;9;21;0.0023;607234;0.14;29;5;6459;1;3;94;13;5;9;99.95;15.29;774;0.29;70.69;290;11;1;7;0;0
9;463;0;8;50;0.0217;1679798;0.28;30;8;29470;0;3;57;16;9;4;20.61;3.8049999999999997;740;0.51;6.54;1820;2;1;d;0;0
0;193;0;4;44;0.34380000000000005;176200;0.71;58;18;25171;3;3;7;5;0;0;3.16;1.8649999999999998;20;0.71;2.39;2062;11;2;4;0;0
1;2577;0;4;8;0.0738;164200;0.12;67;3;9658;0;3;17;2;2;0;10.57;3.51;1;0.24;8.62;1064;1;2;7;0;0
2;1933;1;4;196;0.1243;218500;0.38;7;0;16807;0;3;13;5;0;2;5.70;2.285;956;0.54;3.71;2560;16;2;2;0;1
3;2476;1;4;70;0.1641;192000;0.33;13;0;16000;0;3;12;4;0;3;6.56;2.45;241;0.58;2.21;1710;16;2;1;1;1
4;145;0;4;15;0.0429;139600;0.33;49;0;15511;0;3;9;3;2;1;17.77;4.015;78;0.67;5.78;1750;3;2;6;0;0
5;858;1;4;419;0.0977;221300;0.31;43;0;17023;0;3;13;4;0;1;6.07;2.2;377;0.38;7.96;1577;4;2;99;0;0
6;2349;0;4;7;0.0803;139000;0.14;165;17;9928;0;3;14;2;1;1;10.38;2.8049999999999997;21;0.29;7.74;1015;11;2;99;0;0
7;2323;0;4;11;0.0297;183600;0.15;95;18;14123;0;3;13;2;1;4;20.82;5.130000000000001;850;0.54;36.46;1148;0;2;3;0;1
8;786;0;4;24;0.0017000000000000001;161400;0.33;84;3;17933;1;3;9;3;3;0;99.9;99.9;347;0.67;5.33;2032;3;2;s;0;0
9;2644;0;4;43;0.0286;192200;0.14;11;3;13728;0;3;14;2;2;3;22.46;3.9400000000000004;200;0.5;21.49;1525;15;2;5;0;0
10;150;0;5;21;0.009399999999999999;235100;0.04;43;0;8707;0;3;27;1;5;4;53.03;7.869999999999999;774;0.37;21.97;970;11;2;99;0;0
11;2677;0;5;227;0.0034999999999999996;202900;0.2;67;3;10145;0;3;20;4;5;2;99.99;14.66;1021;0.55;10.17;1170;13;2;d;0;0
0;2678;0;6;44;0.0659;311900;0.33;109;25;14852;0;3;21;7;3;2;21.41;4.45;793;0.57;9.24;1409;15;3;7;0;0
1;2501;1;8;19;0.016200000000000003;393250;0.1;109;25;6342;1;3;62;6;6;6;36.89;7.59;968;0.29;13.03;1755;3;3;2;0;1
2;2679;0;8;0;0.006;366279;0.1;204;43;4636;2;3;79;8;7;7;29.84;5.105;1022;0.28;50.32;658;14;3;99;0;0
3;2680;1;11;437;0.0058;371368;0.08;145;43;5157;0;3;72;6;11;10;63.38;9.455;1023;0.38;29.91;1184;14;3;99;0;0
4;1782;0;6;83;0.1818;383000;0.43;142;25;16652;0;3;23;10;2;3;9.07;3.09;140;0.65;1.95;3350;19;3;utg;0;0
5;1683;1;5;147;0.0285;342900;0.15;186;43;10085;2;3;34;5;2;4;29.14;6.925000000000001;609;0.32;5.91;1370;20;3;utg;0;0
6;1845;2;8;363;0.0108;479232;0.31;141;25;12288;0;3;39;12;6;3;51.99;12.17;510;0.54;9.84;1199;14;3;5;0;0
7;507;1;6;7;0.08960000000000001;557527;0.38;159;22;19225;1;3;29;11;4;5;5.99;2.9;140;0.69;8.05;295;19;3;1;1;1
8;2681;0;8;438;0.0017000000000000001;418000;0.05;111;21;4494;2;3;93;5;5;12;261.30;37.21;1024;0.24;48.89;540;5;3;99;0;0
9;1129;1;6;15;0.2138;543890;0.22;71;21;16996;0;3;32;7;2;4;4.25;2.115;969;0.41;9.42;1530;19;3;utg;0;0
10;2682;1;7;43;0.0207;466771;0.46;144;22;11968;1;3;39;18;7;2;27.06;8.195;140;0.69;6.50;820;19;3;utg;0;0
11;2617;0;10;4;0.059500000000000004;630750;0.26;144;22;11065;0;3;57;15;11;5;9.92;3.74;793;0.54;8.12;1603;15;3;99;0;0
12;1415;1;12;13;0.1476;467289;0.35;73;22;10158;0;3;46;16;10;5;5.73;2.1100000000000003;921;0.67;2.83;2124;14;3;4;0;0
13;1260;1;6;157;0.1204;528365;0.38;75;21;13209;3;3;40;15;5;3;8.39;3.02;412;0.58;2.04;2780;14;3;3;0;1
14;1413;2;8;11;0.0319;782204;0.14;144;22;10028;0;3;78;11;8;7;18.87;4.78;752;0.33;6.73;1840;21;3;6;0;0
0;2321;2;5;43;0.0436;168000;0.1;65;18;8400;1;3;20;2;1;5;15.10;3.9450000000000003;60;0.4;6.72;1485;16;4;1;1;1
1;2683;2;5;44;0.4445;128267;0.19;6;1;8016;0;3;16;3;3;1;2.59;1.9;20;0.44;3.12;915;11;4;3;0;1
2;2684;2;5;372;0.0023;144000;0.06;69;18;4114;0;3;35;2;1;4;84.06;12.065;502;0.2;29.98;1000;8;4;7;0;0
3;2685;2;5;37;0.0027;162600;0.04;65;18;6775;0;3;24;1;5;4;99.99;14.98;176;0.42;12.16;1010;1;4;99;0;0
4;2686;2;7;385;0.0049;142868;0.1;68;3;2747;0;3;52;5;6;4;39.85;6.59;876;0.29;13.74;1067;14;4;6;0;0
5;2687;2;6;4;0.046799999999999994;466546;0.21;43;0;11962;0;3;39;8;4;5;13.32;3.375;1025;0.44;25.20;790;13;4;2;0;1
6;2688;2;4;262;0.009000000000000001;386484;0.04;40;0;16803;1;3;23;1;6;1;55.96;7.33;569;0.35;24.04;1086;13;4;99;0;0
7;2689;2;6;367;0.0039000000000000003;433700;0.22;56;1;12047;2;3;36;8;3;2;99.99;13.425;407;0.36;20.21;772;12;4;99;0;0
8;2265;2;6;375;0.0155;498054;0.12;5;0;9961;0;3;50;6;8;5;32.96;5.27;864;0.38;25.46;880;14;4;99;0;0
9;2690;2;5;439;0.0131;373150;0.21;37;0;13326;0;3;28;6;3;2;46.10;8.280000000000001;251;0.39;20.03;801;12;4;99;0;0
10;2538;2;4;88;0.13119999999999998;497200;0.09;8;3;22600;0;3;22;2;7;3;6.22;2.155;57;0.55;7.57;2305;12;4;99;0;0
11;2691;2;6;70;0.0154;482700;0.3;6;1;17877;1;3;27;8;7;4;99.9;99.9;241;0.7;6.78;825;16;4;s;0;0
12;2632;2;8;23;0.0063;969405;0.09;2;1;8503;0;3;114;10;14;10;69.22;8.9;200;0.3;35.48;1601;15;4;99;0;0
13;2542;2;5;50;0.0785;1527368;0.21;25;31;46283;0;3;33;7;6;2;9.41;2.55;176;0.45;7.65;1800;1;4;5;0;0
14;501;2;6;71;0.1822;1131224;0.2;24;1;25709;3;3;44;9;8;6;4.11;1.7850000000000001;824;0.52;10.70;3208;21;4;4;0;0
0;867;0;4;7;0.0572;299000;0.09;25;8;13000;0;3;23;2;3;1;16.56;4.12;21;0.26;22.09;1720;11;5;d;0;0
1;2234;1;4;21;0.06280000000000001;382400;0.16;28;8;15296;0;3;25;4;3;3;9.44;2.66;96;0.4;17.92;2130;15;5;2;0;1
2;2692;0;5;11;0.0183;364529;0.08;38;5;10125;0;3;36;3;6;6;28.30;5.005;54;0.42;7.04;1625;0;5;99;0;0
3;1185;0;5;70;0.1545;316000;0.56;29;5;19750;3;3;16;9;1;0;4.98;2.34;241;0.63;3.70;1955;16;5;d;0;0
4;612;0;5;88;0.424;404800;0.12;25;8;15569;0;3;26;3;5;3;2.61;1.565;57;0.42;27.87;2525;12;5;1;1;1
5;2550;0;5;44;0.09380000000000001;420099;0.22;30;8;11354;0;3;37;8;9;6;9.34;2.725;986;0.62;14.09;2265;14;5;5;0;0
6;754;1;4;8;0.0049;385000;0.1;24;4;19250;0;3;20;2;2;3;63.16;14.504999999999999;1;0.35;33.78;1540;1;5;7;0;0
7;1574;0;8;15;0.0062;366500;0.13;26;5;7797;0;3;47;6;4;3;64.17;11.739999999999998;28;0.28;15.88;1510;11;5;4;0;0
8;1047;0;7;43;0.113;348200;0.35;32;5;15139;0;3;23;8;3;1;10.84;2.995;60;0.52;3.15;2700;16;5;3;0;1
9;1866;0;5;225;0.0351;472050;0.55;20;8;23602;0;3;20;11;2;2;11.16;3.245;107;0.75;21.31;2380;14;5;6;0;0
10;1575;0;6;23;0.017;448600;0.13;39;5;9968;0;3;45;6;5;10;26.76;5.029999999999999;200;0.47;13.99;1671;15;5;99;0;0
11;2599;0;4;50;0.0132;373431;0.19;50;8;13830;0;3;27;5;3;2;29.41;7.24;75;0.37;9.66;2630;2;5;99;0;0
0;2559;2;5;43;0.5815;841950;0.39;20;8;23387;3;3;36;14;7;0;2.25;1.3900000000000001;564;0.58;2.89;3356;14;6;d;0;0
1;2592;1;6;217;0.1197;891940;0.2;85;12;22298;0;3;40;8;4;8;4.97;1.93;566;0.5;6.39;3784;14;6;1;1;1
2;2693;0;6;70;0.0028000000000000004;510042;0.13;50;8;8095;1;3;63;8;7;8;68.35;9.309999999999999;1026;0.37;7.62;642;14;6;7;0;0
3;50;0;6;7;0.0787;845900;0.14;31;8;20140;0;3;42;6;7;6;8.46;2.505;20;0.45;4.91;1315;11;6;d;0;0
4;2144;0;9;11;0.0742;894752;0.22;34;8;10284;0;3;87;19;5;7;8.64;2.835;800;0.36;13.58;1563;13;6;3;0;1
5;2628;0;7;88;0.0934;663502;0.22;23;8;14744;0;3;45;10;5;4;7.97;2.4050000000000002;57;0.42;4.33;4360;12;6;99;0;0
6;1429;0;6;44;0.023799999999999998;695900;0.22;34;8;16973;0;3;41;9;10;3;19.16;4.484999999999999;20;0.54;5.20;1715;11;6;5;0;0
7;2694;1;6;234;0.0008;646513;0.25;27;8;10598;1;3;61;15;18;10;99.9;99.9;1027;0.7;4.06;1847;14;6;s;0;0
8;2567;1;8;4;0.0029;721950;0.07;50;8;8912;3;3;81;6;10;13;57.89;8.23;337;0.36;24.65;793;6;6;6;0;0
9;2566;0;8;262;0.0055000000000000005;823000;0.12;10;5;10551;0;3;78;9;16;9;45.76;8.18;569;0.44;17.83;599;13;6;4;0;0
10;125;1;4;99;0.0074;559255;0.35;42;5;21509;0;3;26;9;3;3;27.45;5.1899999999999995;75;0.58;8.59;1753;2;6;d;0;0
11;214;0;6;24;0.009300000000000001;832700;0.29;50;8;26861;0;3;31;9;7;1;33.20;4.945;17;0.55;8.98;1575;3;6;2;0;1
0;2615;0;9;8;0.1388;8819561;0.27;97;40;88195;0;3;100;27;7;9;8.41;2.85;1;0.43;5.29;3960;1;7;99;0;0
1;138;0;9;43;0.2766;6214915;0.43;53;15;115091;0;3;54;23;12;7;4.05;1.54;60;0.78;2.39;8905;16;7;2;0;1
2;2564;2;8;4;0.11710000000000001;11202383;0.45;202;75;172344;0;3;65;29;10;3;4.67;1.925;993;0.65;16.29;6098;14;7;1;1;1
3;464;1;9;134;0.021;16801019;0.31;18;11;215397;0;3;78;24;14;6;19.51;4.495;242;0.56;22.14;721;14;7;3;0;1
4;791;0;5;47;0.1629;1508000;0.27;97;40;58000;0;3;26;7;3;4;5.26;2.085;69;0.54;17.27;5425;11;7;5;0;0
5;618;1;6;147;0.1898;9527994;0.23;17;28;130520;0;3;73;17;14;6;4.57;1.935;21;0.51;14.33;9210;11;7;99;0;0
6;182;1;8;7;0.0333;5551526;0.29;85;12;113296;1;3;49;14;12;5;99.9;99.9;109;0.63;7.41;8831;11;7;s;0;0
7;2695;1;7;5;0.0313;5045871;0.31;85;12;91743;0;3;55;17;8;3;16.32;3.7600000000000002;2;0.51;23.22;4455;2;7;99;0;0
8;26;0;6;15;0.018000000000000002;3097632;0.43;17;10;70400;0;3;44;19;5;1;23.30;5.529999999999999;21;0.57;7.66;13390;11;7;99;0;0
9;1218;1;6;264;0.011000000000000001;2364186;0.41;45;12;73880;0;3;32;13;4;7;29.54;4.975;413;0.75;12.43;3853;14;7;4;0;0
0;2415;1;5;5;0.141;476300;0.33;36;3;31753;1;3;15;5;3;2;6.11;2.4349999999999996;2;0.67;8.44;3060;2;1;99;0;0
1;2696;0;5;3;0.0147;395700;0.23;9;1;15219;1;3;26;6;2;0;45.36;8.645;44;0.31;24.02;1117;11;1;7;0;0
2;2674;0;5;37;0.0043;419200;0.24;8;3;12703;3;3;33;8;4;3;99.9;99.9;62;0.45;3.92;1705;12;1;s;0;0
3;2697;1;4;96;0.1358;428156;0.18;8;3;19461;0;3;22;4;4;3;5.99;2.25;158;0.5;5.20;1685;1;1;3;0;1
4;636;1;4;25;0.125;485726;0.64;37;7;44156;0;3;11;7;0;0;11.36;3.4299999999999997;26;0.64;2.00;5583;1;1;2;0;1
5;2667;0;5;106;0.1225;361300;0.15;63;3;13381;0;3;27;4;1;5;7.75;3.395;252;0.37;7.87;1418;2;1;6;0;0
6;259;0;5;281;0.0351;372500;0.22;0;0;16195;0;3;23;5;2;2;20.02;4.5200000000000005;334;0.39;12.83;3130;4;1;99;0;0
7;1336;0;5;43;0.12300000000000001;319600;0.21;0;0;11414;0;3;28;6;4;2;6.65;2.79;60;0.43;32.01;1770;16;1;1;1;1
8;735;0;4;10;0.16010000000000002;380000;0.3;13;0;38000;0;3;10;3;2;1;4.80;1.935;8;0.6;18.29;2380;2;1;5;0;0
9;632;0;5;4;0.0097;376300;0.16;0;0;19805;2;3;19;3;4;5;71.49;11.45;8;0.63;26.92;1618;2;1;99;0;0
10;309;1;4;104;0.0733;418816;0.39;70;0;23267;0;3;18;7;4;2;9.53;2.715;175;0.72;7.25;2938;12;1;4;0;0
11;2176;0;6;8;0.0555;437821;0.29;2;1;10678;3;3;41;12;8;6;12.44;3.6399999999999997;1;0.63;17.81;2289;1;1;99;0;0
0;2577;0;4;8;0.0349;157200;0.13;13;7;9825;1;3;16;2;2;0;14.87;3.9349999999999996;1;0.25;6.00;1594;1;2;6;0;0
1;923;0;5;25;0.557;248200;0.26;28;8;13063;0;3;19;5;1;3;2.15;1.54;26;0.47;2.56;2480;1;2;4;0;0
2;1186;1;4;43;0.0083;108000;0.4;6;4;21600;1;3;5;2;1;1;99.9;99.9;60;0.8;3.06;1930;16;2;s;0;0
3;2698;1;4;106;0.0433;196100;0.23;40;7;15084;0;3;13;3;1;1;10.03;2.65;252;0.38;4.82;1674;2;2;d;0;0
4;2699;2;8;182;0.0051;245400;0.04;56;4;2638;0;3;93;4;9;7;61.55;9.74;637;0.22;32.23;1082;10;2;99;0;0
5;2594;0;5;367;0.0098;202000;0.13;56;4;8416;0;3;24;3;5;3;33.65;5.05;644;0.46;6.39;1453;2;2;2;0;1
6;2596;0;5;428;0.0416;237550;0.18;9;4;10797;0;3;22;4;4;2;10.72;2.795;1001;0.45;5.99;2200;2;2;1;1;1
7;1470;0;5;4;0.1325;232800;0.32;20;8;10581;0;3;22;7;1;1;5.22;1.99;930;0.41;3.48;1560;12;2;99;0;0
8;496;0;4;11;0.0163;236850;0.31;9;4;18219;0;3;13;4;1;1;34.76;4.645;30;0.46;15.82;968;2;2;5;0;0
9;1268;0;4;44;0.14279999999999998;164918;0.44;25;8;18324;0;3;9;4;1;1;6.41;2.07;20;0.67;2.50;2525;11;2;7;0;0
10;2104;0;5;50;0.0053;183600;0.19;56;4;11475;0;3;16;3;3;3;68.23;7.675000000000001;176;0.56;17.49;2085;1;2;3;0;1
11;2700;0;7;99;0.0031;212300;0.08;14;5;5897;0;3;36;3;7;3;67.69;8.035;1028;0.36;26.11;1317;2;2;99;0;0
0;1924;0;9;7;0.013000000000000001;3844823;0.13;47;12;30037;0;3;128;17;24;13;37.70;3.96;425;0.42;21.16;1497;14;3;5;0;0
1;1578;0;11;367;0.0048;3655997;0.2;34;8;38484;0;3;95;19;9;9;63.12;4.654999999999999;695;0.39;12.46;3577;6;3;99;0;0
2;2504;0;10;88;0.1898;2603016;0.38;85;12;42672;0;3;61;23;12;5;4.80;1.9049999999999998;57;0.66;6.19;3515;12;3;7;0;0
3;2533;0;6;4;0.0768;5361400;0.4;46;14;214456;2;3;25;10;7;4;9.94;2.35;304;0.84;10.29;1800;11;3;2;0;1
4;668;0;6;293;0.008199999999999999;2202532;0.28;52;12;55063;0;3;40;11;2;5;99.9;99.9;1;0.45;12.21;489;1;3;s;0;0
5;619;0;6;5;0.5605;9657485;0.6;87;27;275928;0;3;35;21;5;3;1.81;1.24;2;0.83;3.19;7130;2;3;1;1;1
6;1005;0;11;43;0.009899999999999999;2650278;0.26;51;12;15589;0;3;170;44;30;23;17.26;4.25;425;0.57;9.12;779;14;3;6;0;0
7;462;0;6;10;0.0481;3070974;0.31;54;12;73118;0;3;42;13;7;6;12.59;2.75;8;0.62;16.02;2755;2;3;4;0;0
8;2532;1;7;264;0.0001;3710655;0.13;21;12;53009;0;3;70;9;14;9;99.9;99.9;482;0.46;9.08;1489;2;3;s;0;0
9;2108;0;8;96;0.0889;3039778;0.45;87;27;55268;0;3;55;25;9;8;7.19;2.06;158;0.76;7.25;2250;1;3;3;0;1
0;801;2;4;272;0.0564;269700;0.21;44;4;19264;3;3;14;3;1;2;17.41;4.345;644;0.43;15.20;1495;2;4;99;0;0
1;2116;2;6;354;0.006;285615;0.06;14;5;8400;1;3;34;2;4;2;90.51;12.82;404;0.24;62.38;282;2;4;99;0;0
2;2022;2;6;34;0.0479;341048;0.12;12;4;10030;2;3;34;4;7;0;17.25;4.4;704;0.32;24.47;960;6;4;6;0;0
3;936;2;5;71;0.30469999999999997;366300;0.21;9;4;15262;0;3;24;5;5;2;3.25;1.775;742;0.5;10.64;3205;6;4;3;0;1
4;2701;2;7;440;0.0062;373000;0.13;14;5;8288;0;3;45;6;2;8;69.90;21.08;704;0.36;15.67;221;6;4;99;0;0
5;2549;2;4;1;0.1416;384000;0.15;56;4;29538;0;3;13;2;5;3;7.23;2.5949999999999998;4;0.77;10.18;2725;1;4;2;0;1
6;69;2;4;350;0.0437;452000;0.14;3;5;21523;0;3;21;3;3;0;12.21;4.015000000000001;57;0.29;26.51;380;12;4;1;1;1
7;2020;2;6;441;0.012199999999999999;497800;0.09;29;5;8889;0;3;56;5;10;3;37.36;8.530000000000001;8;0.32;53.14;1027;2;4;5;0;0
8;940;2;7;61;0.1208;386400;0.44;31;8;14311;1;3;27;12;2;2;6.72;2.675;226;0.59;11.05;1115;12;4;4;0;0
9;2702;2;5;290;0.0225;420300;0.11;3;5;15010;3;3;28;3;0;5;19.73;5.550000000000001;5;0.29;37.62;222;3;4;d;0;0
10;2703;2;6;64;0.0053;487900;0.12;31;8;11900;0;3;41;5;11;5;64.97;12.425;75;0.51;26.47;420;2;4;99;0;0
11;2704;2;6;137;0.0138;510200;0.14;12;4;12147;1;3;42;6;2;6;99.9;99.9;334;0.33;13.38;2855;4;4;s;0;0
12;2705;2;6;442;0.0229;499168;0.15;10;5;12174;0;3;41;6;8;6;29.33;5.855;276;0.49;9.91;2362;1;4;99;0;0
13;2706;2;5;99;0.0815;511000;0.14;20;8;17620;3;3;29;4;3;6;10.11;2.8049999999999997;8;0.45;14.63;2280;2;4;99;0;0
14;1949;2;5;132;0.1144;574600;0.35;9;4;33800;0;3;17;6;2;3;7.46;2.87;8;0.65;7.38;2620;2;4;7;0;0
0;1969;1;9;37;0.08529999999999999;1196413;0.2;47;12;14414;0;3;83;17;12;9;7.67;2.83;671;0.46;29.42;2180;2;5;6;0;0
1;615;0;6;8;0.1217;1100764;0.2;34;8;23929;0;3;46;9;6;3;7.03;3.0;1;0.39;14.27;1950;1;5;3;0;1
2;705;0;8;33;0.2521;1166500;0.23;23;8;19441;0;3;60;14;8;4;4.86;1.9500000000000002;5;0.43;7.75;3355;3;5;99;0;0
3;494;0;5;15;0.11539999999999999;1062212;0.27;25;8;35407;3;3;30;8;7;3;8.11;2.62;252;0.6;16.67;3743;2;5;7;0;0
