horseNumber;horseName;horseSex;horseAge;driver;betDistribution;earnings;winPercent;recordSuffix;recordDecimal;earningsPerStart;shoeInfo;cartInfo;lifeStats-tot;lifeStats-1;lifeStats-2;lifeStats-3;vOdds;pOdds;Tränare;Plats%;Snittodds;Poäng;Hemmabana;raceIdx;result;won;plats
9;1485;0;4;44;0.10710000000000001;223500;0.36;10;5;20318;0;0;11;4;1;1;6.95;2.77;20;0.55;2.87;1810;11;7;7;0;0
10;163;2;4;21;0.0475;247600;0.23;44;4;19046;1;2;13;3;0;1;11.30;3.34;96;0.31;23.79;1915;15;7;4;0;0
11;435;0;5;127;0.0222;198500;0.31;9;4;15269;2;1;13;4;3;3;23.11;4.76;229;0.77;7.32;1760;4;7;2;0;1
0;978;0;6;43;0.2441;294800;0.5;36;3;21057;0;2;14;7;1;1;3.90;1.83;60;0.64;2.70;3300;16;1;5;0;0
1;1486;1;4;98;0.23129999999999998;390683;0.62;65;18;30052;0;2;13;8;2;1;3.51;1.78;160;0.85;9.80;4291;14;1;99;0;0
2;145;0;5;40;0.10619999999999999;426600;0.21;7;0;22452;0;2;19;4;7;2;7.12;2.62;78;0.68;6.54;3200;3;1;utg;0;0
3;1487;1;5;20;0.0148;407746;0.14;89;1;9708;0;0;42;6;6;5;29.83;5.66;80;0.4;12.70;1421;14;1;6;0;0
4;1451;0;6;21;0.0053;388700;0.14;48;1;10797;2;2;36;5;10;3;88.81;13.4;547;0.5;17.82;1655;10;1;99;0;0
5;1488;0;8;28;0.0567;497800;0.16;49;0;8029;1;0;62;10;4;6;11.05;4.29;556;0.32;4.40;2090;0;1;6;0;0
6;353;0;6;116;0.0438;395600;0.17;7;0;13186;0;0;30;5;2;3;19.59;4.195;198;0.33;4.52;2685;19;1;4;0;0
7;10;0;5;10;0.0552;423300;0.26;163;17;15677;3;0;27;7;1;5;20.19;3.595;8;0.48;5.06;1593;2;1;99;0;0
8;406;0;6;44;0.1516;344754;0.55;64;3;17237;2;2;20;11;1;0;6.53;2.245;76;0.6;1.95;3270;11;1;2;0;1
9;267;0;5;4;0.0097;323500;0.1;59;3;11155;0;0;29;3;1;4;51.58;8.165;153;0.28;10.88;1334;11;1;3;0;1
10;1269;2;5;7;0.0661;336900;0.25;40;0;16845;2;2;20;5;2;1;14.82;3.75;498;0.4;9.00;2880;4;1;1;1;1
11;1489;1;5;126;0.0152;346800;0.17;84;3;11560;3;1;30;5;3;1;49.78;10.355;557;0.3;8.96;1614;11;1;utg;0;0
0;1446;0;6;43;0.3006;1514013;0.27;28;8;36927;0;2;41;11;6;6;3.62;1.915;60;0.56;9.46;5908;16;2;2;0;1
1;623;0;8;11;0.061399999999999996;1546860;0.14;55;20;26217;0;1;59;8;6;11;12.48;3.115;283;0.42;25.46;1928;6;2;6;0;0
2;491;0;5;15;0.1012;1278500;0.15;47;12;37602;0;1;34;5;8;3;7.83;2.55;251;0.47;7.93;1410;12;2;1;1;1
3;126;1;5;20;0.2447;1078868;0.29;29;5;30824;0;1;35;10;9;5;3.81;1.8399999999999999;80;0.69;6.29;3849;14;2;3;0;1
4;59;0;6;19;0.0127;1417900;0.24;35;5;37313;2;0;38;9;6;5;99.9;99.9;45;0.53;19.51;4115;11;2;s;0;0
5;1252;1;5;7;0.0159;1665316;0.18;21;58;48979;0;1;34;6;5;9;99.9;99.9;109;0.59;22.03;1885;11;2;s;0;0
6;282;0;9;99;0.0176;1372638;0.15;34;8;15777;0;1;87;13;15;10;33.28;5.795;161;0.44;24.59;1940;2;2;99;0;0
7;1490;0;5;44;0.0040999999999999995;1173750;0.17;38;5;48906;1;1;24;4;4;4;99.9;99.9;20;0.5;28.13;5060;11;2;s;0;0
8;1491;0;9;4;0.0315;1347894;0.24;52;12;24961;0;2;54;13;10;7;22.28;3.465;61;0.56;34.31;1457;7;2;4;0;0
9;1492;0;7;5;0.0545;933944;0.2;32;5;19060;0;1;49;10;6;4;8.61;2.425;2;0.41;9.01;1778;2;2;7;0;0
10;612;0;6;88;0.1047;1219300;0.27;25;8;32954;0;2;37;10;6;4;8.21;2.44;57;0.54;5.73;3195;12;2;5;0;0
11;1493;2;7;302;0.0513;1172084;0.35;22;12;31677;0;1;37;13;4;5;8.46;2.545;88;0.59;16.68;2115;18;2;99;0;0
0;265;0;4;19;0.0076;291400;0.07;26;5;20814;1;2;14;1;4;4;63.40;6.52;22;0.64;23.50;1234;11;3;99;0;0
1;1494;0;4;15;0.0189;1095493;0.15;46;13;54774;0;1;20;3;3;1;34.27;4.835;304;0.35;46.93;1011;11;3;99;0;0
2;601;1;4;20;0.012199999999999999;434500;0.08;26;5;16711;0;1;26;2;3;3;44.39;6.010000000000001;21;0.31;15.22;2065;11;3;3;0;1
3;1048;1;4;2;0.1277;422532;0.24;26;5;20120;0;1;21;5;8;1;5.57;2.085;75;0.67;8.23;2655;2;3;2;0;1
4;80;0;4;40;0.0103;292000;0.38;39;5;22461;3;2;13;5;1;2;60.15;6.130000000000001;56;0.62;3.76;2670;11;3;utg;0;0
5;1495;0;4;102;0.0076;559500;0.27;29;5;25431;3;1;22;6;1;2;59.48;6.295;21;0.41;32.81;1155;11;3;d;0;0
6;1454;1;4;280;0.0202;369500;0.45;20;8;33590;0;2;11;5;2;2;27.42;4.45;301;0.82;2.79;3345;9;3;utg;0;0
7;1496;1;4;7;0.0594;1356760;0.52;32;61;64607;0;0;21;11;5;1;18.77;3.38;109;0.81;8.31;3983;11;3;4;0;0
8;1497;1;4;44;0.0023;816596;0.17;29;5;45366;2;2;18;3;5;2;95.36;9.035;76;0.56;18.44;1660;11;3;6;0;0
9;1498;1;4;4;0.005600000000000001;322000;0.27;10;5;21466;0;2;15;4;3;3;65.80;7.195;61;0.67;21.00;2075;7;3;utg;0;0
10;1194;1;4;88;0.2865;5805500;0.5;25;8;322527;0;2;18;9;5;0;3.55;1.6800000000000002;57;0.78;2.48;5230;12;3;5;0;0
11;1499;1;4;43;0.44189999999999996;1345625;1.0;9;4;168203;3;0;8;8;0;0;2.00;1.345;288;1.0;1.51;12956;14;3;1;1;1
0;1500;2;4;40;0.028999999999999998;166503;0.15;60;18;12807;0;1;13;2;1;4;21.92;4.1850000000000005;252;0.54;12.65;1555;2;4;d;0;0
1;481;2;6;37;0.0005;139500;0.23;59;3;10730;0;0;13;3;1;3;99.9;99.9;246;0.54;12.09;1220;12;4;s;0;0
2;1501;2;5;94;0.0034999999999999996;136400;0.11;62;17;7178;1;0;19;2;1;2;87.67;11.735;13;0.26;9.30;1069;0;4;6;0;0
3;1502;2;7;21;0.0037;471900;0.05;0;0;6050;0;0;78;4;7;10;109.86;13.925;558;0.27;24.88;685;0;4;99;0;0
4;1066;2;6;5;0.0163;506000;0.23;6;1;16866;0;0;30;7;4;5;41.40;6.37;439;0.53;34.55;530;6;4;99;0;0
5;1503;2;6;250;0.0195;537450;0.23;39;2;15355;0;1;35;8;1;2;27.69;4.92;345;0.31;8.46;2735;11;4;5;0;0
6;38;2;5;2;0.053899999999999997;482900;0.11;41;0;12707;0;0;38;4;5;6;21.63;4.33;29;0.39;6.21;1600;7;4;99;0;0
7;40;2;5;26;0.0361;598900;0.24;44;1;23956;0;2;25;6;5;4;12.96;3.195;31;0.6;14.22;1244;12;4;7;0;0
8;46;2;7;4;0.032;461500;0.07;5;0;11256;0;0;41;3;8;4;23.51;4.47;36;0.37;31.77;1185;0;4;99;0;0
9;1208;2;6;43;0.5749;548387;0.22;40;0;13375;0;2;41;9;6;6;1.81;1.4;60;0.51;6.96;2766;16;4;1;1;1
10;47;2;5;11;0.0169;498500;0.19;43;0;19173;0;2;26;5;2;1;41.61;5.8100000000000005;37;0.31;9.65;2845;5;4;d;0;0
11;1448;2;6;164;0.0017000000000000001;475400;0.09;8;3;10334;0;2;46;4;5;4;189.22;25.665;545;0.28;52.43;593;8;4;utg;0;0
12;1504;2;5;24;0.1173;1218000;0.32;89;1;32052;1;2;38;12;10;4;6.28;2.2350000000000003;247;0.68;9.00;2660;6;4;3;0;1
13;608;2;7;7;0.0791;1074900;0.35;42;2;26872;0;2;40;14;4;7;8.74;2.675;37;0.63;6.76;503;5;4;2;0;1
14;1383;2;5;88;0.015700000000000002;1475000;0.26;56;1;54629;0;2;27;7;5;2;31.73;7.455;57;0.52;17.59;1135;12;4;4;0;0
0;1505;0;5;303;0.0062;185500;0.13;44;4;7729;0;0;24;3;2;5;51.09;6.32;559;0.42;22.92;1325;0;5;7;0;0
1;1506;1;4;43;0.1778;224000;0.25;43;7;28000;3;2;8;2;2;1;4.88;2.15;97;0.63;8.95;2035;11;5;d;0;0
2;986;0;4;10;0.028399999999999998;240500;0.25;42;5;30062;0;1;8;2;2;0;19.30;4.035;8;0.5;16.74;1950;2;5;3;0;1
3;1243;0;4;15;0.40509999999999996;242000;0.29;24;4;34571;0;0;7;2;2;2;3.88;1.9300000000000002;304;0.86;9.16;2020;11;5;1;1;1
4;1507;0;8;88;0.011000000000000001;215500;0.17;63;6;7183;0;2;30;5;1;0;54.60;9.535;57;0.2;13.24;1749;12;5;99;0;0
5;665;0;5;19;0.084;249508;0.62;5;7;19192;0;0;13;8;0;1;6.05;2.6500000000000004;306;0.69;10.44;1410;10;5;99;0;0
6;1508;0;4;40;0.0352;204000;0.43;44;4;29142;0;0;7;3;1;1;19.95;5.27;115;0.71;25.27;2610;4;5;99;0;0
7;264;0;6;7;0.09230000000000001;209000;0.44;89;4;23222;0;0;9;4;1;1;6.95;2.46;20;0.67;2.51;1840;11;5;2;0;1
8;1407;2;4;281;0.1246;215000;0.23;44;4;16538;0;2;13;3;3;3;5.48;1.98;334;0.69;4.06;2300;4;5;99;0;0
9;1509;2;4;24;0.0063;215500;0.22;7;7;23944;0;2;9;2;1;0;47.65;8.93;5;0.33;18.88;1630;3;5;4;0;0
10;1510;0;4;4;0.0146;143900;0.22;7;7;15988;0;2;9;2;1;2;31.07;6.18;21;0.56;11.11;1494;11;5;6;0;0
11;1511;2;4;44;0.014499999999999999;197000;0.33;70;7;21888;0;0;9;3;1;2;33.42;6.165;560;0.67;5.89;2710;4;5;5;0;0
0;1512;0;10;19;0.018799999999999997;4113200;0.26;55;20;42404;3;1;97;25;22;9;37.50;5.585;123;0.58;10.68;2245;11;6;99;0;0
1;1513;0;8;304;0.005699999999999999;2165378;0.24;21;12;32319;0;2;67;16;12;7;50.08;9.705;57;0.52;13.36;1615;12;6;6;0;0
2;1514;0;9;7;0.0191;2677424;0.23;52;12;35698;0;0;75;17;20;4;22.44;3.9299999999999997;109;0.55;28.69;2260;11;6;4;0;0
3;1515;1;7;40;0.3858;3251205;0.28;87;27;50800;0;2;64;18;16;9;3.24;1.705;561;0.67;15.33;2117;14;6;99;0;0
4;691;0;7;88;0.32;6554727;0.2;19;12;100841;0;2;65;13;14;12;2.69;1.4849999999999999;57;0.6;7.14;6058;12;6;1;1;1
5;1516;0;12;102;0.0029;5909401;0.28;21;12;48838;0;1;121;34;24;10;78.55;15.77;562;0.56;31.39;1810;2;6;99;0;0
6;1041;1;7;43;0.0604;5861986;0.11;16;19;93047;0;1;63;7;10;6;11.71;2.965;60;0.37;9.95;1180;16;6;3;0;1
7;132;1;7;25;0.0596;4343040;0.39;52;12;105927;0;1;41;16;5;6;11.41;3.05;26;0.66;8.63;4500;1;6;d;0;0
8;1517;0;7;305;0.0036;1862234;0.14;51;12;28215;0;2;66;9;7;6;77.34;11.285;463;0.33;44.29;1340;16;6;99;0;0
9;409;2;5;186;0.0509;5389750;0.29;29;5;192491;0;2;28;8;6;5;13.81;3.115;48;0.68;5.93;25665;11;6;5;0;0
10;1104;1;7;11;0.071;4494036;0.24;47;12;89880;0;1;50;12;12;8;8.19;2.73;283;0.64;12.85;9035;6;6;2;0;1
11;1518;1;6;4;0.0023;3414435;0.3;20;8;54197;0;1;63;19;10;10;75.55;12.285;118;0.62;22.46;1299;11;6;7;0;0
0;493;1;5;43;0.18420000000000003;865726;0.4;15;8;20612;3;1;42;17;5;3;6.74;2.005;60;0.6;3.89;2319;16;7;1;1;1
1;1519;0;8;11;0.09789999999999999;879101;0.42;42;5;16586;0;1;53;22;5;3;13.59;3.7249999999999996;30;0.57;6.25;3410;2;7;d;0;0
2;1102;1;5;15;0.08650000000000001;856725;0.22;31;8;20895;0;1;41;9;7;5;14.64;3.755;88;0.51;8.93;2425;18;7;7;0;0
3;51;0;5;4;0.1612;689800;0.3;34;8;25548;1;1;27;8;3;2;4.62;2.125;4;0.48;6.47;2240;1;7;2;0;1
4;497;0;6;10;0.0719;885250;0.27;33;12;29508;0;1;30;8;6;1;13.24;3.65;8;0.5;13.19;2110;2;7;99;0;0
5;780;0;5;70;0.0327;878200;0.19;30;8;28329;0;1;31;6;3;5;19.78;3.985;8;0.45;8.53;3500;2;7;5;0;0
6;596;0;5;7;0.0886;617400;0.3;25;8;30870;1;1;20;6;2;2;9.50;2.81;20;0.5;4.47;2610;11;7;4;0;0
7;974;1;5;5;0.0291;700500;0.25;30;8;21890;0;1;32;8;6;2;24.39;4.9350000000000005;2;0.5;17.71;1805;2;7;3;0;1
8;1520;0;7;94;0.008199999999999999;597750;0.15;14;5;14579;3;1;41;6;6;6;63.49;14.81;393;0.44;10.36;2020;0;7;99;0;0
9;1521;1;5;95;0.2218;667749;0.53;15;8;35144;0;0;19;10;2;2;2.88;1.6600000000000001;563;0.74;2.43;2495;14;7;6;0;0
10;1342;0;5;186;0.0175;722000;0.28;14;5;24896;0;0;29;8;4;6;28.45;5.390000000000001;48;0.62;6.71;1790;11;7;d;0;0
11;150;0;6;19;0.0003;617300;0.09;27;8;11223;0;2;55;5;9;5;99.9;99.9;22;0.35;20.59;1735;11;7;s;0;0
0;1013;0;6;237;0.1772;781805;0.14;24;1;18614;0;0;42;6;10;6;5.41;1.705;428;0.52;21.67;1872;16;1;7;0;0
1;1522;1;5;7;0.2676;688248;0.53;14;2;36223;1;0;19;10;2;0;3.13;1.945;109;0.63;4.89;2140;11;1;utg;0;0
2;54;0;5;15;0.025;803500;0.09;1;1;25109;0;0;32;3;6;10;43.97;7.155;41;0.59;13.99;1879;15;1;5;0;0
3;616;0;6;11;0.0521;729101;0.25;48;1;15189;0;0;48;12;7;5;21.30;5.365;178;0.5;9.02;3090;6;1;d;0;0
4;703;1;6;4;0.079;779800;0.22;48;1;15290;0;0;51;11;10;4;11.73;3.3049999999999997;198;0.49;3.85;1730;19;1;2;0;1
5;1212;0;8;98;0.10859999999999999;744117;0.32;43;0;14039;0;2;53;17;13;4;5.08;2.09;160;0.64;8.19;2286;14;1;99;0;0
6;830;0;8;57;0.023700000000000002;828700;0.36;13;0;18415;0;0;45;16;3;6;33.72;9.030000000000001;91;0.56;4.72;1600;10;1;99;0;0
7;441;0;7;102;0.0292;542941;0.12;56;1;10441;1;1;52;6;9;6;23.68;4.1850000000000005;231;0.4;9.69;3389;14;1;3;0;1
8;1523;0;6;88;0.08109999999999999;878000;0.29;43;0;36583;0;2;24;7;5;1;10.47;3.69;57;0.54;3.56;2215;12;1;99;0;0
9;636;1;5;12;0.11810000000000001;814815;0.43;7;0;38800;1;0;21;9;2;3;9.68;2.94;26;0.67;4.63;2630;1;1;6;0;0
10;387;1;7;43;0.0331;842266;0.25;10;2;21056;0;2;40;10;6;9;24.11;5.234999999999999;60;0.63;9.74;2167;16;1;1;1;1
11;397;0;7;104;0.0054;682921;0.15;1;1;11195;0;1;61;9;15;7;107.37;15.09;175;0.51;37.51;1245;12;1;4;0;0
0;1524;1;5;230;0.1117;319822;0.24;26;5;8643;1;0;37;9;4;4;11.68;3.34;280;0.46;15.04;1700;14;2;d;0;0
1;713;0;5;40;0.2175;497000;0.23;24;4;19115;1;2;26;6;3;1;4.74;1.935;78;0.38;9.28;1545;3;2;99;0;0
2;1471;0;6;43;0.19219999999999998;382600;0.27;10;5;17390;1;1;22;6;2;1;7.02;2.325;60;0.41;6.12;2493;16;2;utg;0;0
3;1525;1;5;306;0.16;476514;0.74;32;5;25079;0;1;19;14;2;1;2.75;1.8;564;0.89;2.12;1380;14;2;7;0;0
4;1526;0;9;307;0.011399999999999999;452600;0.21;26;5;11910;0;1;38;8;4;5;84.98;10.21;157;0.45;16.07;1260;2;2;d;0;0
5;1338;2;4;102;0.0793;399194;0.64;29;5;11088;0;1;36;23;6;2;7.84;2.98;513;0.86;4.13;1540;2;2;1;1;1
6;1453;0;5;106;0.0467;341000;0.27;30;8;22733;0;2;15;4;3;2;20.69;3.975;276;0.6;13.28;2410;1;2;2;0;1
7;1452;0;4;8;0.0383;358500;0.33;13;7;29875;3;2;12;4;1;0;25.10;5.725;1;0.42;5.12;3760;1;2;3;0;1
8;1527;0;5;10;0.083;318500;0.62;43;7;24500;0;1;13;8;0;0;17.80;3.6550000000000002;8;0.62;3.16;1955;2;2;5;0;0
9;1528;0;6;3;0.021;493500;0.43;26;5;21456;0;0;23;10;0;2;39.67;6.3100000000000005;44;0.52;16.35;1185;7;2;d;0;0
10;1529;0;5;4;0.0167;281854;0.32;32;5;14834;0;0;19;6;3;4;25.22;4.62;473;0.68;3.48;1876;14;2;4;0;0
11;687;2;6;7;0.0222;407800;0.44;31;8;25487;3;0;16;7;3;2;37.65;5.455;306;0.75;7.31;2490;10;2;6;0;0
0;1530;2;4;11;0.1186;2284500;0.46;2;4;175730;0;1;13;6;3;1;9.64;2.585;109;0.77;10.91;6220;11;3;utg;0;0
1;1531;2;4;57;0.0758;498200;0.28;20;8;27677;0;2;18;5;2;1;12.80;2.96;91;0.44;12.06;4355;10;3;3;0;1
2;92;2;4;36;0.1607;1850000;0.3;29;5;92500;0;1;20;6;2;5;5.99;2.06;44;0.65;8.76;4130;7;3;99;0;0
3;91;2;4;37;0.0165;1057093;0.16;46;13;42283;0;2;25;4;2;4;43.96;6.615;62;0.4;41.01;1223;12;3;d;0;0
4;1532;2;4;7;0.10640000000000001;3553000;0.42;24;4;296083;0;1;12;5;2;1;8.21;2.4699999999999998;109;0.67;5.08;31075;11;3;1;1;1
5;1533;2;4;44;0.4703;2601500;0.54;24;4;200115;2;2;13;7;3;0;1.81;1.37;21;0.77;3.00;22425;11;3;6;0;0
6;1534;2;4;43;0.011699999999999999;502000;0.21;1;4;35857;0;0;14;3;1;3;37.43;6.215;10;0.5;36.99;2655;1;3;99;0;0
7;1535;2;4;10;0.0055000000000000005;321000;0.5;12;4;53500;0;1;6;3;1;1;54.41;7.459999999999999;8;0.83;3.72;3510;2;3;4;0;0
8;1536;2;4;4;0.0103;340000;0.23;3;5;26153;0;2;13;3;0;2;28.68;4.6850000000000005;21;0.38;32.81;2200;11;3;99;0;0
9;1537;2;4;8;0.0143;920500;0.47;29;5;54147;2;1;17;8;1;0;35.21;5.54;1;0.53;3.48;1910;1;3;5;0;0
10;1538;2;4;5;0.002;319300;0.12;6;4;18782;0;2;17;2;4;1;126.41;14.465;2;0.41;27.14;1010;2;3;99;0;0
11;1539;2;4;103;0.0079;844500;0.2;21;12;56300;3;1;15;3;5;1;58.71;8.34;307;0.6;10.94;1170;1;3;2;0;1
0;1540;0;5;102;0.0066;338700;0.07;9;4;12096;3;1;28;2;4;5;54.15;7.779999999999999;565;0.39;26.90;695;1;4;99;0;0
1;622;1;5;19;0.1759;3468025;0.26;33;12;150783;3;1;23;6;5;2;5.13;1.785;93;0.57;20.91;21390;11;4;2;0;1
2;1316;0;5;88;0.0189;1288500;0.16;15;8;33907;0;2;38;6;7;4;29.57;4.145;57;0.45;13.21;1150;12;4;7;0;0
3;620;1;5;40;0.5144;4409422;0.24;54;12;133618;0;1;33;8;5;5;2.11;1.575;75;0.55;14.20;12860;2;4;4;0;0
4;867;0;5;71;0.001;511800;0.05;25;8;11631;3;1;44;2;6;7;99.9;99.9;21;0.34;28.49;503;11;4;s;0;0
5;1403;1;5;43;0.1082;2383723;0.33;21;12;79457;0;1;30;10;8;5;6.49;2.365;252;0.77;16.24;1985;2;4;4;0;0
6;1541;1;5;4;0.0286;2147013;0.35;34;8;107350;3;1;20;7;1;8;17.70;3.615;566;0.8;57.04;2913;14;4;1;1;1
7;1542;1;5;44;0.022799999999999997;1245737;0.14;23;8;33668;0;2;37;5;2;5;19.00;3.92;21;0.32;14.21;130;11;4;99;0;0
8;1543;1;5;7;0.061500000000000006;2443368;0.17;47;56;84254;0;1;29;5;4;4;11.94;2.71;109;0.45;20.92;5162;11;4;3;0;1
9;1544;0;5;12;0.0571;3205500;0.24;50;8;128220;0;1;25;6;4;2;11.48;3.005;26;0.48;7.80;4485;1;4;6;0;0
10;1545;0;5;15;0.0019;2830529;0.09;21;58;53406;3;1;53;5;3;6;92.89;12.865;21;0.26;76.78;830;11;4;99;0;0
11;1546;1;5;11;0.003;2765590;0.16;54;12;72778;0;1;38;6;4;11;84.14;11.35;75;0.55;92.26;575;2;4;99;0;0
0;1007;0;7;5;0.11359999999999999;1597352;0.27;22;12;25763;0;1;62;17;10;10;9.40;2.33;2;0.6;12.14;2460;2;5;6;0;0
1;669;0;6;25;0.2882;1472803;0.43;3;5;42080;0;0;35;15;2;1;4.38;2.0549999999999997;26;0.51;5.50;5788;1;5;99;0;0
2;873;0;6;10;0.0213;1342500;0.26;25;8;38357;0;1;35;9;7;4;23.72;4.234999999999999;8;0.57;21.23;1780;2;5;2;0;1
3;706;0;9;88;0.1795;1391500;0.29;33;12;23584;0;2;59;17;3;7;4.92;2.235;57;0.46;20.03;980;12;5;1;1;1
4;487;2;6;3;0.2232;1689450;0.25;22;12;32489;0;2;52;13;6;11;3.35;1.78;250;0.58;6.38;3035;2;5;99;0;0
5;1430;0;7;15;0.011899999999999999;1230400;0.2;23;8;30760;0;1;40;8;5;4;36.42;5.73;304;0.43;33.94;714;11;5;4;0;0
6;33;1;5;12;0.1165;1322500;0.29;22;12;42661;0;1;31;9;3;3;6.99;2.385;26;0.48;7.44;935;1;5;7;0;0
7;1429;0;7;44;0.0083;1018400;0.18;34;8;18185;1;1;56;10;14;4;37.92;7.115;20;0.5;20.82;1275;11;5;5;0;0
8;1547;1;9;106;0.0217;1682547;0.13;20;8;16658;0;2;101;13;19;17;19.18;5.54;57;0.49;22.03;1092;12;5;99;0;0
9;49;0;7;7;0.009000000000000001;1095900;0.11;23;8;13529;0;2;81;9;9;11;43.18;9.030000000000001;39;0.36;37.54;1640;1;5;99;0;0
10;1548;0;8;36;0.0025;1581016;0.09;21;12;18600;1;1;85;8;13;15;90.94;14.64;44;0.42;41.82;1362;7;5;99;0;0
11;1317;0;5;2;0.0045000000000000005;1197327;0.12;32;5;35215;0;1;34;4;9;2;64.49;11.055;2;0.44;11.50;720;2;5;3;0;1
0;1480;2;9;43;0.4901;22333441;0.18;97;40;214744;0;1;104;19;26;20;1.97;1.3199999999999998;555;0.63;24.43;10787;14;6;3;0;1
1;619;0;7;5;0.2555;10807485;0.58;55;20;270187;0;1;40;23;6;3;3.82;1.585;2;0.8;7.58;12350;2;6;2;0;1
2;466;0;8;8;0.0091;1854704;0.14;52;12;25063;0;1;74;10;12;5;35.07;4.455;1;0.36;33.94;2197;1;6;7;0;0
3;1513;0;8;88;0.0101;2164878;0.24;21;12;32801;0;2;66;16;12;7;33.81;6.23;57;0.53;11.64;1610;12;6;99;0;0
4;1549;0;6;7;0.1092;2103200;0.28;27;8;84128;0;1;25;7;6;1;8.38;2.39;109;0.56;9.35;1665;11;6;4;0;0
5;462;0;7;10;0.0044;3526921;0.29;54;12;67825;0;1;52;15;9;6;64.37;7.755;8;0.58;13.51;1585;2;6;99;0;0
6;1068;1;6;230;0.0034999999999999996;2357780;0.15;23;8;60455;0;0;39;6;7;5;60.17;9.71;280;0.46;21.67;1842;14;6;5;0;0
7;751;1;7;96;0.0176;4080942;0.19;17;10;76998;0;1;53;10;9;10;24.13;3.6849999999999996;158;0.55;3.62;1665;1;6;6;0;0
8;1550;0;10;308;0.0079;3284687;0.26;45;12;57626;0;1;57;15;8;8;49.68;6.595;20;0.54;6.22;1740;11;6;utg;0;0
9;1218;1;7;106;0.0926;4769358;0.4;46;14;105985;0;1;45;18;8;7;7.22;2.115;567;0.73;5.21;8019;14;6;1;1;1
0;1551;1;4;4;0.0593;4288911;0.42;164;62;178704;0;1;24;10;2;0;18.00;3.3600000000000003;568;0.5;7.91;6659;1;7;d;0;0
1;1552;1;4;5;0.1955;3989550;0.41;22;12;234679;0;0;17;7;2;4;5.51;2.325;75;0.76;2.47;2905;2;7;1;1;1
2;1553;1;4;44;0.0329;694200;0.29;34;8;40835;0;1;17;5;7;2;26.30;4.3100000000000005;21;0.82;9.79;3700;11;7;3;0;1
3;1194;1;4;88;0.1679;5685500;0.53;26;5;334441;0;2;17;9;5;0;4.80;1.935;57;0.82;2.44;44280;12;7;4;0;0
4;1554;1;4;43;0.3209;10250439;0.46;164;63;427101;2;1;24;11;8;2;2.50;1.5350000000000001;21;0.88;9.15;6269;11;7;99;0;0
5;1443;1;4;7;0.1155;343000;0.67;26;5;38111;0;1;9;6;0;2;9.31;3.15;109;0.89;3.41;3530;11;7;2;0;1
6;1555;1;4;8;0.024900000000000002;1451500;0.57;35;5;103678;3;1;14;8;1;1;24.03;4.22;1;0.71;5.55;8960;1;7;5;0;0
7;1556;1;4;57;0.0022;696500;0.21;26;5;49750;1;0;14;3;5;0;141.25;17.085;91;0.57;18.48;1770;10;7;d;0;0
8;1557;1;4;11;0.011000000000000001;250800;0.38;35;5;31350;1;0;8;3;2;0;49.38;7.345;569;0.63;11.95;2105;13;7;99;0;0
9;1477;1;4;33;0.0028000000000000004;1289000;0.23;3;5;99153;2;1;13;3;1;2;136.56;13.605;5;0.46;43.26;11610;3;7;99;0;0
10;1558;0;4;15;0.0617;538500;0.73;12;4;48954;0;0;11;8;0;0;10.28;3.09;304;0.73;3.65;3055;11;7;6;0;0
11;1197;1;4;259;0.0055000000000000005;629000;0.2;38;5;31450;3;0;20;4;3;1;74.59;8.86;287;0.4;19.66;4860;12;7;99;0;0
0;531;0;4;298;0.0318;245000;0.11;40;0;13611;0;0;18;2;3;2;19.18;3.5300000000000002;269;0.39;13.26;1175;19;1;d;0;0
1;210;0;6;40;0.036699999999999997;218700;0.16;68;3;8748;0;0;25;4;5;2;20.80;5.1;78;0.44;4.95;1609;3;1;2;0;1
2;1071;0;5;43;0.2688;242700;0.16;84;3;12773;0;0;19;3;2;5;3.95;1.79;341;0.53;9.88;1520;4;1;1;1;1
3;1559;0;5;309;0.0178;180800;0.16;4;3;9515;0;2;19;3;3;3;41.67;7.800000000000001;570;0.47;14.63;1285;6;1;99;0;0
4;667;1;4;33;0.0771;242000;0.38;88;18;30250;0;2;8;3;2;1;11.70;3.7800000000000002;5;0.75;17.63;2120;3;1;4;0;0
5;1560;2;4;57;0.1054;160000;0.22;69;18;17777;3;2;9;2;0;2;6.61;2.56;91;0.44;12.75;1765;10;1;99;0;0
6;1200;2;4;11;0.044199999999999996;193500;0.3;11;3;19350;0;0;10;3;1;1;22.65;4.95;37;0.5;18.44;1465;5;1;5;0;0
7;1561;0;5;0;0.0052;191800;0.29;67;3;13700;0;2;14;4;3;1;80.51;11.879999999999999;571;0.57;16.88;1194;10;1;6;0;0
8;1485;0;4;44;0.2223;223000;0.4;165;17;22300;0;0;10;4;1;1;3.31;1.54;20;0.6;3.00;2805;11;1;99;0;0
9;1562;1;4;249;0.0231;211100;0.2;8;3;21110;0;2;10;2;2;0;29.26;5.35;463;0.4;15.11;1751;16;1;7;0;0
10;1243;0;4;15;0.1631;214500;0.33;49;0;35750;0;0;6;2;2;1;5.88;2.14;304;0.83;9.97;2145;11;1;3;0;1
11;1506;1;4;31;0.0046;224000;0.25;11;3;28000;3;2;8;2;2;1;99.9;99.9;97;0.63;8.95;2035;11;1;s;0;0
